Total protein number combining all batches: 8864
  In any 2 batche(s): 8837
  In any 1 batche(s): 27
Batch-specific protein numbers:
  batch1: 15
  batch2: 12

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126_B1	sig127N_B1	sig128N_B1	sig128C_B1	sig129C_B1	sig130N_B1	sig131C_B1	sig132C_B1	sig134N_B1	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig127C_B2	sig129N_B2	sig130C_B2	sig131N_B2	sig132N_B2	sig133N_B2	sig133C_B2	sig134C_B2	sig135N_B2
SJPG0108643.001	sp|Q9UPY3|DICER_HUMAN	Endoribonuclease Dicer OS=Homo sapiens OX=9606 GN=DICER1 PE=1 SV=3	DICER1	-	-	-	-	O	batch1	16	12	0	5.88	138647.08	77770.71	87032.42	71650.37	81716.94	74694.10	95356.01	75057.07	84527.67	batch2	16	12	0	5.88	104260.68	96162.17	104579.51	67733.06	98981.93	70428.45	98886.52	72364.67	70084.74
SJPG0100103.001	sp|P11137|MTAP2_HUMAN	Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4	MAP2	-	-	-	-	-	batch1	1	1	0	0.38	65729.08	28117.22	44989.95	31221.31	32666.08	30104.52	46532.85	38867.91	39603.63	batch2	1	1	0	0.38	52466.08	40554.66	39598.49	29920.79	42957.66	29985.51	41405.84	41344.19	32893.64
SJPG0104982.001	sp|Q5EBL8|PDZ11_HUMAN	PDZ domain-containing protein 11 OS=Homo sapiens OX=9606 GN=PDZD11 PE=1 SV=2	PDZD11	-	-	-	-	-	batch1	24	4	0	41.43	59047.11	33832.20	39576.08	30618.35	33261.13	33924.75	40397.53	29174.35	37433.30	batch2	24	4	0	41.43	43020.64	40949.68	44315.97	30591.87	47465.98	29852.74	39840.12	35210.65	25383.79
SJPG0106146.002	sp|P56270-2|MAZ_HUMAN	Isoform 2 of Myc-associated zinc finger protein OS=Homo sapiens OX=9606 GN=MAZ	MAZ	-	-	-	-	-	batch1	11	3	1	5.27	91020.21	52758.69	64434.86	46081.01	56219.25	52152.95	70613.15	52042.45	62510.85	batch2	11	3	1	5.27	65022.49	60612.96	70984.71	49186.53	69979.61	53532.07	68186.34	55400.80	49317.20
SJPG0109405.001	sp|P55082|MFAP3_HUMAN	Microfibril-associated glycoprotein 3 OS=Homo sapiens OX=9606 GN=MFAP3 PE=1 SV=1	MFAP3	-	-	-	-	-	batch1	9	3	0	7.73	83665.20	54023.68	59257.45	45183.89	51138.84	51313.19	66205.02	48987.17	61066.90	batch2	9	3	0	7.73	68270.32	59859.32	59527.18	49932.60	65854.94	52978.18	59972.54	54288.80	45583.04
SJPG0100753.001	sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	HNRNPA1	-	-	-	-	-	batch1	835	31	1	69.89	16633403.62	8969377.27	10504283.22	7737911.96	7212627.71	9453911.36	11202085.53	8639348.00	10269033.28	batch2	835	31	1	69.89	11683817.31	10889849.35	11498043.20	8431879.47	11196133.67	8470804.72	10153228.03	9266397.00	7465954.49
SJPG0105833.001	sp|O60499|STX10_HUMAN	Syntaxin-10 OS=Homo sapiens OX=9606 GN=STX10 PE=1 SV=1	STX10	-	-	-	-	-	batch1	18	5	0	26.1	156810.43	92217.54	106898.29	82757.41	92263.66	89712.89	118147.86	89438.61	102232.97	batch2	18	5	0	26.1	139097.27	110932.15	125631.08	85052.31	108256.22	89909.40	107405.57	88315.49	75147.20
SJPG0115961.001	sp|Q9H0B3|IQCN_HUMAN	IQ domain-containing protein N OS=Homo sapiens OX=9606 GN=IQCN PE=1 SV=1	IQCN	-	-	-	-	-	batch1	1	1	0	1.19	98883.23	54094.00	59948.97	51075.05	57927.03	47482.23	66837.43	44434.50	55343.97	batch2	1	1	0	1.19	76985.35	76040.27	67528.30	29302.58	90706.92	47559.41	67852.60	49825.91	43827.14
SJPG0117652.001	sp|Q7Z5P9|MUC19_HUMAN	Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3	MUC19	-	-	-	-	-	batch1	1	1	0	0.19	30978.64	17123.16	19928.10	15443.18	11358.36	16111.08	26157.04	18521.91	22910.83	batch2	1	1	0	0.19	24581.11	17774.32	25472.16	18473.72	27686.66	11406.25	20114.67	17536.80	14478.15
SJPG0104749.001	sp|Q8IVS2|FABD_HUMAN	"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens OX=9606 GN=MCAT PE=1 SV=2"	MCAT	-	-	-	-	-	batch1	127	16	9	44.1	367830.74	199459.88	243073.35	175723.80	217885.84	205298.97	262382.26	197035.15	230025.13	batch2	127	16	9	44.1	270143.72	247501.79	267938.54	201857.67	261668.15	200033.81	237771.43	224904.30	164693.08
SJPG0109998.001	sp|Q9Y6Q9|NCOA3_HUMAN	Nuclear receptor coactivator 3 OS=Homo sapiens OX=9606 GN=NCOA3 PE=1 SV=1	NCOA3	-	-	O	-	O	batch1	1	1	0	0.49	60396.24	37239.22	35787.16	26453.84	30241.86	30920.19	33474.02	33969.26	32954.89	batch2	1	1	0	0.49	47756.07	34422.80	38820.44	25094.16	42231.16	33276.41	36391.62	29867.38	30501.06
SJPG0113897.001	sp|Q5UCC4|EMC10_HUMAN	ER membrane protein complex subunit 10 OS=Homo sapiens OX=9606 GN=EMC10 PE=1 SV=1	EMC10	-	-	-	-	-	batch1	17	5	0	17.17	76812.88	46640.24	47422.07	36019.22	45405.30	47598.15	61984.47	42948.04	50347.96	batch2	17	5	0	17.17	62883.30	57693.80	62848.82	38130.68	49954.13	47031.66	50232.55	44822.20	38542.34
SJPG0105258.002	sp|Q9BX59-2|TPSNR_HUMAN	Isoform beta of Tapasin-related protein OS=Homo sapiens OX=9606 GN=TAPBPL	TAPBPL	-	-	-	-	-	batch1	9	4	0	9.05	64426.39	44641.86	46761.22	36970.16	41387.49	41964.93	50818.57	41009.56	43857.90	batch2	9	4	0	9.05	53165.17	51932.51	49707.96	40036.88	44553.32	38629.29	42290.92	45451.37	43422.09
SJPG0101437.001	sp|P48426|PI42A_HUMAN	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2	PIP4K2A	-	-	-	-	-	batch1	19	6	0	14.53	118051.12	66914.49	76386.82	55850.78	68015.04	62722.18	81427.64	61544.33	64700.72	batch2	19	6	0	14.53	78165.73	81772.07	84493.04	54455.26	94451.52	57749.67	81681.51	61451.86	57894.01
SJPG0102692.001	sp|P27694|RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2	RPA1	-	-	-	-	-	batch1	146	21	7	37.5	1116041.81	599416.45	739592.52	548534.84	656179.28	596994.45	754283.55	582551.11	614211.50	batch2	146	21	7	37.5	793202.20	783770.74	821246.10	510876.74	823876.12	546389.90	779186.34	564351.23	555734.66
SJPG0109771.001	sp|Q14126|DSG2_HUMAN	Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2	DSG2	-	-	-	-	-	batch1	643	48	0	52.95	3094848.21	1741158.29	2029519.77	1442587.78	1882564.00	1770659.42	2155157.46	1645948.82	1982080.18	batch2	643	48	0	52.95	2474466.26	2203811.51	2351100.57	1684039.53	2116441.00	1669059.27	1927399.81	1751998.16	1435660.06
SJPG0100913.001	sp|P16333|NCK1_HUMAN	Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1	NCK1	-	-	-	-	-	batch1	2	1	0	3.71	30856.43	15582.56	21346.60	19943.66	24395.75	20236.47	24541.62	17276.85	17395.34	batch2	2	1	0	3.71	20639.27	20673.44	28602.02	17864.47	22130.84	19041.66	20960.96	25917.82	14933.49
SJPG0100993.001	sp|Q9BZL4|PP12C_HUMAN	Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens OX=9606 GN=PPP1R12C PE=1 SV=1	PPP1R12C	-	-	-	-	-	batch1	6	5	0	8.31	48379.33	30970.12	37550.73	27185.02	27176.14	33287.12	34946.39	29390.46	27641.97	batch2	6	5	0	8.31	34314.90	34161.40	39996.68	27098.33	38709.50	29272.21	37082.07	29497.18	24945.39
SJPG0158686.001	cu|TGOLN2_R259W|snp	TGOLN2|uc021vjx.1|R259W|chr2:85554080-85554080.G_A	NA	-	-	-	-	-	batch1	13	4	1	65.56	151691.41	83604.67	96607.95	78081.64	89107.51	83542.59	126304.16	93014.52	98367.78	batch2	13	4	1	65.56	117042.38	98478.54	124425.25	77935.62	115132.29	79170.19	109507.34	96515.26	76430.98
SJPG0103046.001	sp|Q9UJ68|MSRA_HUMAN	Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens OX=9606 GN=MSRA PE=1 SV=1	MSRA	-	-	-	-	-	batch1	4	3	0	17.87	55446.84	32582.22	41220.63	31816.27	39702.39	35937.16	42841.73	35855.24	36913.80	batch2	4	3	0	17.87	46028.46	49031.77	42128.54	35034.69	33403.28	33307.05	48890.82	28807.29	36724.56
SJPG0102520.001	sp|O15305|PMM2_HUMAN	Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1	PMM2	-	-	-	-	-	batch1	120	12	0	39.84	885767.31	474819.98	567222.44	433549.54	515722.16	453148.30	600737.68	465502.39	487967.36	batch2	120	12	0	39.84	632394.24	607877.95	660325.47	395598.71	666515.21	413721.17	615463.92	452762.29	427451.27
SJPG0103450.001	sp|P50336|PPOX_HUMAN	Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1	PPOX	-	-	-	-	-	batch1	5	4	0	10.27	61481.59	45273.24	43751.80	34746.37	30795.14	35201.51	49109.04	36498.59	34111.12	batch2	5	4	0	10.27	53872.85	51823.84	39459.88	38092.81	46787.93	35141.12	37554.84	32300.31	33507.99
SJPG0100719.001	sp|P62753|RS6_HUMAN	40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1	RPS6	-	-	-	-	-	batch1	313	16	8	42.97	11243441.63	6007246.31	7286594.31	4906119.03	6030476.67	5684617.04	7576978.60	5539459.01	5932197.91	batch2	313	16	8	42.97	8486531.68	7661887.93	8014596.62	4990452.65	7989292.60	5146919.14	7043617.36	5347375.14	5116695.34
SJPG0120571.001	sp|Q9NSC7|SIA7A_HUMAN	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST6GALNAC1 PE=2 SV=1"	ST6GALNAC1	-	-	-	-	-	batch1	9	3	2	5.17	43455.24	25049.50	27646.83	22455.66	21449.61	26031.19	35448.36	27445.52	31579.70	batch2	9	3	2	5.17	34501.36	30964.44	42821.67	25076.24	26259.71	23435.51	28250.64	24806.98	23431.99
SJPG0103991.001	sp|Q96BM9|ARL8A_HUMAN	ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1	ARL8A	-	-	-	-	-	batch1	49	7	2	32.26	1068104.89	614642.29	703668.69	510799.40	622683.99	635808.74	754776.15	582522.12	665286.24	batch2	49	7	2	32.26	750818.31	743037.66	787417.44	545134.25	785916.22	562568.16	742832.47	646012.23	537837.50
SJPG0100927.001	sp|P53365|ARFP2_HUMAN	Arfaptin-2 OS=Homo sapiens OX=9606 GN=ARFIP2 PE=1 SV=1	ARFIP2	-	-	-	-	-	batch1	28	6	0	18.77	193629.36	134906.71	138709.32	115467.81	126046.09	129644.89	156366.71	120242.10	134664.09	batch2	28	6	0	18.77	159663.05	157431.36	159608.49	114601.18	168170.28	115896.63	150490.49	113863.35	112734.01
SJPG0102730.001	sp|P34931|HS71L_HUMAN	Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2	HSPA1L	-	-	-	-	-	batch1	443	19	0	25.9	42536758.63	24001622.90	28769979.32	21153429.05	25389789.21	24167750.68	30470281.49	23494133.64	26744111.36	batch2	443	19	0	25.9	30780330.62	29854638.91	31768756.52	20981275.63	33225932.78	22318651.40	30034886.52	24466984.73	21868346.33
SJPG0113093.001	sp|Q5T6F0|DCA12_HUMAN	DDB1- and CUL4-associated factor 12 OS=Homo sapiens OX=9606 GN=DCAF12 PE=1 SV=1	DCAF12	-	-	-	-	-	batch1	2	2	0	4.86	106944.93	56404.03	67086.20	42540.96	63918.96	55341.53	72254.13	57926.01	60245.24	batch2	2	2	0	4.86	81020.49	63384.99	57376.53	53691.25	83150.63	50771.82	65684.97	54107.95	64686.87
SJPG0103127.069	tr|A0A4P2SS97|A0A4P2SS97_HUMAN	MHC class I antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-C PE=3 SV=1	HLA-C	-	-	-	-	-	batch1	3	1	0	7.69	57480.56	32732.83	40490.93	28536.90	33408.87	38943.60	46372.86	36978.43	39817.26	batch2	3	1	0	7.69	45895.93	34254.94	42190.69	38239.82	45867.70	38223.67	41482.39	40311.20	25971.19
SJPG0111282.001	sp|Q06278|AOXA_HUMAN	Aldehyde oxidase OS=Homo sapiens OX=9606 GN=AOX1 PE=1 SV=2	AOX1	-	-	-	-	-	batch1	1	1	1	1.05	342603.62	162598.70	184984.21	130552.98	155635.21	132973.84	202624.18	143505.85	176251.93	batch2	1	1	1	1.05	242616.52	216294.13	232737.09	125098.52	213808.16	118463.54	184879.35	135730.13	146940.93
SJPG0100053.001	sp|Q13885|TBB2A_HUMAN	Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1	TUBB2A	-	-	-	-	-	batch1	975	30	1	51.68	6492469.92	3355301.56	4310475.68	3184896.31	3994841.56	3642255.23	4295935.70	3545267.15	3549845.25	batch2	975	30	1	51.68	4568898.59	4827910.63	4723409.66	2957115.85	4543769.55	3129527.26	4570683.46	3440810.79	3414415.99
SJPG0102448.003	sp|Q13620-3|CUL4B_HUMAN	Isoform 3 of Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B	CUL4B	-	-	-	-	-	batch1	151	35	1	47	604017.09	335631.41	416314.32	311286.67	376374.28	351368.37	434318.72	344453.79	378185.86	batch2	151	35	1	47	441772.57	432329.77	454846.53	301107.26	478525.53	315967.21	444857.57	340729.42	327901.47
SJPG0112456.001	sp|Q00526|CDK3_HUMAN	Cyclin-dependent kinase 3 OS=Homo sapiens OX=9606 GN=CDK3 PE=1 SV=1	CDK3	-	-	O	O	-	batch1	19	3	0	11.15	204332.06	114021.17	133267.00	101473.35	118744.93	105173.63	142192.53	105785.15	121377.87	batch2	19	3	0	11.15	166189.16	180627.93	139964.95	106521.27	143477.28	113135.16	126985.09	92341.78	84330.49
SJPG0102864.001	sp|P51812|KS6A3_HUMAN	Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1	RPS6KA3	-	-	O	O	-	batch1	260	28	0	40.54	1012841.72	538916.67	667558.42	488699.73	586613.00	534252.73	690261.01	531523.89	561720.83	batch2	260	28	0	40.54	757742.91	700190.74	734694.34	494098.08	722488.36	500861.33	683664.64	503388.28	479509.26
SJPG0104238.001	sp|Q86WG5|MTMRD_HUMAN	Myotubularin-related protein 13 OS=Homo sapiens OX=9606 GN=SBF2 PE=1 SV=1	SBF2	-	-	-	-	-	batch1	1	1	0	0.65	61527.60	40047.34	47437.73	40022.84	46963.40	46609.92	54151.59	50906.61	45481.21	batch2	1	1	0	0.65	45150.46	42566.22	54036.66	36394.42	48818.76	48453.15	47913.33	77536.50	38655.29
SJPG0101052.001	sp|O14964|HGS_HUMAN	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	HGS	-	-	-	-	-	batch1	86	18	0	23.94	606262.97	349538.26	390878.78	315102.28	347884.61	353444.70	441347.56	342909.28	382960.42	batch2	86	18	0	23.94	455628.93	431735.21	451322.03	309488.53	468021.17	320750.62	430411.32	327505.64	319907.65
SJPG0102979.001	sp|Q9UMS4|PRP19_HUMAN	Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1	PRPF19	-	-	-	-	-	batch1	312	21	15	56.74	4984080.95	2635489.63	3164821.50	2269234.26	2820708.37	2657070.36	3415676.89	2548555.03	2977792.43	batch2	312	21	15	56.74	3483169.39	3258006.67	3491379.94	2579465.54	3412535.80	2601314.40	3148433.47	2884604.35	2224319.49
SJPG0103778.001	sp|P22033|MUTA_HUMAN	"Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens OX=9606 GN=MMUT PE=1 SV=4"	MMUT	-	-	-	-	-	batch1	158	23	23	35.87	915714.34	498478.76	590012.63	423858.90	520191.80	495267.42	635453.18	482490.11	567337.47	batch2	158	23	23	35.87	677486.79	616505.41	661944.03	493307.74	613516.97	488700.76	567524.14	529384.44	416393.53
SJPG0105288.001	sp|Q9NUQ6|SPS2L_HUMAN	SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2	SPATS2L	-	-	-	-	-	batch1	81	15	0	30.11	496554.18	281449.36	312546.95	236521.15	260274.60	269332.09	348442.34	260729.63	292084.50	batch2	81	15	0	30.11	383617.05	355608.62	369536.84	230121.92	383110.71	235386.42	332687.93	233663.63	236310.01
SJPG0109162.001	sp|Q09328|MGT5A_HUMAN	"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens OX=9606 GN=MGAT5 PE=1 SV=1"	MGAT5	-	-	-	-	-	batch1	26	11	10	15.11	150176.76	89885.57	103622.28	78592.43	90768.51	92144.42	112754.01	84443.26	99772.57	batch2	26	11	10	15.11	109321.51	102522.56	112345.96	82710.60	117231.41	85246.97	106147.43	99543.12	79423.98
SJPG0100945.001	sp|P12081|HARS1_HUMAN	"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2"	HARS1	-	-	-	-	-	batch1	254	25	0	44.6	901734.17	487966.19	583278.34	452380.32	537923.44	474355.94	624747.86	488995.20	514234.61	batch2	254	25	0	44.6	659723.44	625071.02	673836.88	418271.54	691655.17	436004.41	636955.11	467984.95	445469.21
SJPG0108249.001	sp|Q14493|SLBP_HUMAN	Histone RNA hairpin-binding protein OS=Homo sapiens OX=9606 GN=SLBP PE=1 SV=1	SLBP	-	-	-	-	-	batch1	3	2	0	5.56	82045.30	46760.34	55179.78	46004.29	53655.40	47058.65	57400.45	41765.61	48197.18	batch2	3	2	0	5.56	60051.27	52914.49	67958.23	46241.09	65820.69	42740.97	57647.22	43454.92	40376.38
SJPG0121686.002	sp|Q96AE7-2|TTC17_HUMAN	Isoform 2 of Tetratricopeptide repeat protein 17 OS=Homo sapiens OX=9606 GN=TTC17	TTC17	-	-	-	-	-	batch1	2	2	0	3.66	57532.01	39380.23	43407.66	27672.32	37015.76	36452.82	45309.14	33075.46	43765.09	batch2	2	2	0	3.66	42898.83	45333.96	43532.39	31922.25	38512.18	34372.80	46713.53	33418.98	43123.42
SJPG0100640.001	sp|P84103|SRSF3_HUMAN	Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1	SRSF3	-	-	-	-	O	batch1	320	10	0	45.73	7142214.82	4018156.32	4646111.37	3349726.48	4176264.72	4017641.35	5211518.16	3830606.02	4716834.27	batch2	320	10	0	45.73	5211826.54	4833762.90	5218975.77	3624571.88	5538969.02	3762827.58	4908710.80	4195441.37	3449805.36
SJPG0107152.001	sp|Q5SY16|NOL9_HUMAN	Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1	NOL9	-	-	-	-	-	batch1	61	13	13	15.95	343749.12	202155.93	241537.65	181659.69	205293.25	217054.34	262167.72	202556.86	235402.20	batch2	61	13	13	15.95	257613.68	254987.93	251743.66	207916.18	258613.91	201095.59	235185.67	219646.44	183876.63
SJPG0116565.003	sp|P18858-3|DNLI1_HUMAN	Isoform 3 of DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1	LIG1	-	-	-	-	-	batch1	131	30	1	37.95	339159.86	180938.96	226614.26	164461.20	202404.28	179394.08	228667.18	177393.84	181571.34	batch2	131	30	1	37.95	258937.78	238497.79	245749.63	161971.07	242153.46	164177.35	223150.02	166692.43	168258.83
SJPG0100832.001	sp|Q9BPW8|NIPS1_HUMAN	Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1	NIPSNAP1	-	-	-	-	-	batch1	134	11	9	35.91	1841409.90	990387.15	1182899.14	842661.78	1056955.53	992986.34	1261888.82	969761.96	1114988.37	batch2	134	11	9	35.91	1297624.79	1205781.98	1324501.29	952968.60	1290567.52	964135.90	1168751.78	1091683.47	830282.99
SJPG0102381.001	sp|Q9UL54|TAOK2_HUMAN	Serine/threonine-protein kinase TAO2 OS=Homo sapiens OX=9606 GN=TAOK2 PE=1 SV=2	TAOK2	-	-	-	O	-	batch1	16	9	0	7.94	124905.46	71539.71	84022.78	61751.42	79340.93	74679.88	93612.21	75875.71	85087.72	batch2	16	9	0	7.94	96341.61	87788.87	93196.37	67485.05	98731.99	70878.37	91984.84	74433.43	65141.80
SJPG0100541.001	sp|P21281|VATB2_HUMAN	"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3"	ATP6V1B2	-	-	-	-	-	batch1	207	20	3	45.2	419495.38	229745.24	274696.45	203139.69	234921.92	226136.04	291981.12	219810.81	244719.48	batch2	207	20	3	45.2	307742.22	289327.90	310518.42	203704.44	310356.20	207027.08	285747.06	220545.89	196767.62
SJPG0101589.001	sp|Q9NRW1|RAB6B_HUMAN	Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1	RAB6B	-	-	-	-	-	batch1	125	7	0	23.56	1789755.43	940063.50	1169242.90	886059.57	1087637.84	1082771.73	1270578.95	1004507.82	1138067.25	batch2	125	7	0	23.56	1266043.95	1242781.23	1336872.66	913679.74	1328140.86	914190.68	1261521.10	1109266.78	913111.27
SJPG0109205.001	sp|Q99590|SCAFB_HUMAN	Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=2	SCAF11	-	-	-	-	-	batch1	129	29	0	25.29	394190.75	229129.41	261600.45	190280.47	237312.62	225425.26	283750.17	214667.30	253534.32	batch2	129	29	0	25.29	296808.60	276459.11	276401.28	216222.23	283526.99	223913.90	249575.74	240577.27	198701.89
SJPG0108848.001	sp|Q96JK2|DCAF5_HUMAN	DDB1- and CUL4-associated factor 5 OS=Homo sapiens OX=9606 GN=DCAF5 PE=1 SV=2	DCAF5	-	-	-	-	-	batch1	4	3	0	3.08	55707.37	33377.63	40534.56	30844.62	31394.26	34154.77	43909.66	31825.97	33455.77	batch2	4	3	0	3.08	39349.37	44415.69	39732.87	31664.77	40412.34	28740.24	40535.70	31190.94	36092.44
SJPG0104929.001	sp|O75027|ABCB7_HUMAN	"ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=2"	ABCB7	-	-	-	-	-	batch1	51	13	0	19.81	341585.94	191751.73	233531.46	153992.03	193307.87	183585.68	242464.45	187832.21	212573.35	batch2	51	13	0	19.81	244872.20	221321.74	244847.24	187352.86	244266.11	181110.01	219793.36	201867.78	165840.97
SJPG0103347.001	sp|Q9H307|PININ_HUMAN	Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5	PNN	-	-	-	-	-	batch1	430	46	34	49.09	1961478.65	1109241.76	1288672.85	966252.83	1211425.12	1157451.96	1404698.75	1090102.63	1259983.67	batch2	430	46	34	49.09	1434894.52	1350706.61	1435914.48	1093604.79	1418200.05	1109090.07	1268958.48	1219259.60	989556.06
SJPG0105923.001	sp|Q86US8|EST1A_HUMAN	Telomerase-binding protein EST1A OS=Homo sapiens OX=9606 GN=SMG6 PE=1 SV=2	SMG6	-	-	O	-	-	batch1	3	3	1	1.62	34127.57	21980.50	27058.39	23262.69	25788.31	21806.43	27429.74	22378.91	27242.15	batch2	3	3	1	1.62	30532.38	30688.77	28395.61	20624.79	29171.65	21580.81	27823.96	19194.54	24066.23
SJPG0100250.001	sp|P83881|RL36A_HUMAN	60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2	RPL36A	-	-	-	-	-	batch1	128	6	0	40.56	2237276.74	1295622.74	1589381.14	1147136.29	1307295.82	1313468.24	1616407.34	1246447.01	1395857.22	batch2	128	6	0	40.56	1756051.64	1689617.14	1713930.59	1107730.96	1775364.52	1172262.41	1578245.32	1141496.05	1208331.28
SJPG0107226.001	sp|P49116|NR2C2_HUMAN	Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens OX=9606 GN=NR2C2 PE=1 SV=1	NR2C2	-	-	O	-	-	batch1	19	10	0	19.8	115054.95	61118.76	77647.54	53849.23	68243.35	65431.17	82421.27	64801.41	70556.56	batch2	19	10	0	19.8	90667.81	72207.26	79799.18	62681.59	81218.28	64426.39	77780.79	68788.16	53965.63
SJPG0106095.001	sp|Q9NYR9|KBRS2_HUMAN	NF-kappa-B inhibitor-interacting Ras-like protein 2 OS=Homo sapiens OX=9606 GN=NKIRAS2 PE=1 SV=1	NKIRAS2	-	-	-	-	-	batch1	11	6	0	29.32	66659.82	42136.46	46091.42	34245.80	39333.53	40872.91	49957.67	41016.88	41541.90	batch2	11	6	0	29.32	54192.14	50034.20	48258.46	37373.21	49499.19	34987.02	46336.63	41179.80	37544.68
SJPG0102216.001	sp|P61020|RAB5B_HUMAN	Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1	RAB5B	-	-	-	-	-	batch1	133	10	1	53.95	1095201.55	568044.30	717889.36	544710.25	615448.61	626278.12	792760.52	587309.86	675563.53	batch2	133	10	1	53.95	804123.83	730183.39	794779.04	576518.40	793100.10	573318.96	739565.04	638752.46	510371.16
SJPG0100136.001	sp|P32119|PRDX2_HUMAN	Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5	PRDX2	-	-	-	-	-	batch1	329	11	1	57.57	7485552.95	4036027.66	4811045.28	3440014.24	4331526.15	3755237.21	4945941.12	3795256.35	3959249.99	batch2	329	11	1	57.57	5513640.72	5239518.61	5399822.28	3484408.16	5343370.45	3489753.68	4892779.00	3572950.35	3411363.71
SJPG0100551.010	tr|Q14473|Q14473_HUMAN	GLOBIN domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1	NA	-	-	-	-	-	batch1	29	5	0	30.86	334038.73	123016.35	120172.46	125055.81	99950.09	130060.92	133837.76	112963.30	120932.31	batch2	29	5	0	30.86	149435.08	140118.87	131684.66	115761.96	171754.84	122399.89	148404.02	121315.27	121494.20
SJPG0101623.001	sp|Q99436|PSB7_HUMAN	Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1	PSMB7	-	-	-	-	-	batch1	102	9	4	26.71	1804026.79	954642.41	1218217.21	896177.48	1174935.00	1004712.34	1235280.47	993289.32	1036673.00	batch2	102	9	4	26.71	1254044.15	1312661.25	1348660.31	837903.43	1311821.70	868100.48	1339926.29	1007411.04	987294.50
