ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group1_4,Group2_1,Group2_2,Group2_3,Group2_4,Group3_1,Group3_2,Group3_3,Group3_4,Group4_1,Group4_2,Group4_3,Group4_4
sp|P60891|PRPS1_HUMAN,PRPS1,Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2,184162.89,181123.8,194766.37,185092.07,181785.31,160900.58,176950.24,187081.5,216622.99,188461.34,199885.33,198294.91,203059.1,207367.69,186502.75,189090.15
sp|Q9BVC4|LST8_HUMAN,MLST8,Target of rapamycin complex subunit LST8 OS=Homo sapiens OX=9606 GN=MLST8 PE=1 SV=1,111478.04,91449.49,97125.18,99672.55,113307.29,111331.79,98180.58,77494.34,94485.05,75894.61,80158.92,92629.12,92436.44,109685.74,91972.86,104975.49
sp|Q9BY41|HDAC8_HUMAN,HDAC8,Histone deacetylase 8 OS=Homo sapiens OX=9606 GN=HDAC8 PE=1 SV=2,124442.8,166567.5,138243.94,164529.19,127380.9,148633.68,158765.41,161165.92,134205.46,123613.27,162953.93,166020.94,,,153200.15,
sp|P48047|ATPO_HUMAN,ATP5PO,"ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1",3119935.36,3064924.02,3110021.92,3109540.49,3367430.99,3298995.57,2996208.15,2863189.7,3387435.39,3185720.38,3171239.38,3189383.76,3003796.86,3336668.01,3292537.38,3371011.15
sp|O43684|BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1,792019.93,796260.71,769784.12,798850.78,839598.18,824174.72,838949.61,767166.97,709360.48,719685.52,702224.62,750023.95,748611.31,769476.05,758425.9,794366.91
sp|Q9H2B2|SYT4_HUMAN,SYT4,Synaptotagmin-4 OS=Homo sapiens OX=9606 GN=SYT4 PE=1 SV=1,156846.24,160290.31,175308.49,170787.96,154166.35,174956.47,189235.85,232710.63,142101.16,188282.08,163757.82,138361.39,173743.87,147643.12,188301.41,149503.82
sp|Q13835|PKP1_HUMAN,PKP1,Plakophilin-1 OS=Homo sapiens OX=9606 GN=PKP1 PE=1 SV=2,,24065.81,,,,,,,,,,,69569.48,50818.83,35820.31,
sp|Q6DD87|ZN787_HUMAN,ZNF787,Zinc finger protein 787 OS=Homo sapiens OX=9606 GN=ZNF787 PE=1 SV=4,172810.5,190279.17,201780.73,198843.69,206539.68,188492.22,141642.33,185303.73,176576.91,180880.26,191190.26,210893.5,174997.28,189750.04,247781.98,194221.56
sp|Q96S59|RANB9_HUMAN,RANBP9,Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1,160163.43,186580.24,194517.36,191798.08,204951.99,196839.15,183867.48,206243.14,159308.72,163305.05,194297.16,162571.1,217463.64,212521.56,201279.24,194786.44
sp|P17706|PTN2_HUMAN,PTPN2,Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2,299600.32,297151.73,293159.77,318693.29,325382.78,298216.57,299779.62,243819.33,340393.53,339242.12,309959.66,322893.98,284635.78,290350.79,304775.61,260309.56
sp|P60604|UB2G2_HUMAN,UBE2G2,Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens OX=9606 GN=UBE2G2 PE=1 SV=1,242964.87,217580.07,232913.16,235821.78,208738.78,213427.26,240068.28,219610.03,302570.93,248888.46,221256.51,288906.86,235784.58,151778,201548.8,191231.54
sp|Q13555|KCC2G_HUMAN,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4,403071.22,366187.63,384976.47,381206.55,456989.93,507307.04,465398.91,436966.55,386887.07,433046.54,400425.79,391439.94,434544.69,481573.84,570848.39,512124.86
sp|Q13554|KCC2B_HUMAN,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens OX=9606 GN=CAMK2B PE=1 SV=3,418498.73,387146.01,406369.95,394642.62,394964.4,415132.27,423266.14,462574.35,378281.67,476214.87,441342.87,380157.6,481218.7,415185.79,450381.76,462579.5
sp|Q6P1A2|MBOA5_HUMAN,LPCAT3,Lysophospholipid acyltransferase 5 OS=Homo sapiens OX=9606 GN=LPCAT3 PE=1 SV=1,231607.04,288871.3,307858.69,258042.62,315355.36,296910.13,280250.2,320221.96,285838.55,241804.92,267922.2,256876.31,328875.23,327247.23,271515.74,331882.9
sp|Q9NRA0|SPHK2_HUMAN,SPHK2,Sphingosine kinase 2 OS=Homo sapiens OX=9606 GN=SPHK2 PE=1 SV=2,110727.62,132256.63,125988.96,128101.73,120291.1,129391.37,104887.94,,107974.92,80751.94,104917.87,115703.51,133686.66,118225.97,117662.38,130209.37
sp|Q9GZN7|ROGDI_HUMAN,ROGDI,Protein rogdi homolog OS=Homo sapiens OX=9606 GN=ROGDI PE=1 SV=1,193694.58,206929.8,204398.3,195498.85,210142.31,222552.67,219348.48,233722.72,172335.71,218932.05,195868.01,186320.57,214264.45,212855.1,219614.92,221484.98
sp|Q9Y2R9|RT07_HUMAN,MRPS7,"28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2",480182.49,492068.49,488960.02,479605.25,492958.64,459283.11,489373.12,426641.91,539724.03,463885.3,487369.63,481390.48,423855.64,527314.33,446469.38,462162.14
sp|Q9UN71|PCDGG_HUMAN,PCDHGB4,Protocadherin gamma-B4 OS=Homo sapiens OX=9606 GN=PCDHGB4 PE=2 SV=1,96207.78,81080.55,98243.5,97892.84,138558.62,143272.31,147301.71,132084.1,98624.93,122490.37,108488.65,105047.25,201066.08,180561.96,195061.56,184846.58
sp|Q99943|PLCA_HUMAN,AGPAT1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Homo sapiens OX=9606 GN=AGPAT1 PE=1 SV=2,845347.6,894745.1,876892,880613.13,744023.27,799571.87,707233.44,732931.69,1059690.01,1074580.92,864714.74,1148017.95,659891.25,775596.87,675324.7,767410.89
sp|Q5W0V3|FHI2A_HUMAN,FHIP2A,FHF complex subunit HOOK interacting protein 2A OS=Homo sapiens OX=9606 GN=FHIP2A PE=1 SV=1,154212.33,165874.33,159781.46,152896.06,169768.44,143365.53,183538.42,180748.97,152329.93,154674.11,150657.76,156625.11,184150.42,157135.97,178340.88,163998.79
sp|Q8IXM6|NRM_HUMAN,NRM,Nurim OS=Homo sapiens OX=9606 GN=NRM PE=1 SV=1,374792.2,442708.61,401806.06,421742.7,463518.14,415044.68,395355.51,396618.42,436091.82,364812.32,400542.98,407093.18,362729.88,422989.37,418237.66,372881.29
sp|O94913|PCF11_HUMAN,PCF11,Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3,,,,,,124347.57,,,,,,,,,,
sp|P54764|EPHA4_HUMAN,EPHA4,Ephrin type-A receptor 4 OS=Homo sapiens OX=9606 GN=EPHA4 PE=1 SV=1,78437.27,75597.32,92194.96,75310.96,87234.26,100103.03,108354.87,102177,81769.37,83411.93,98790.67,70022.83,99245.04,123635.05,114968.05,105469.49
sp|Q0VDF9|HSP7E_HUMAN,HSPA14,Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1,186511.56,169651.11,182309.15,191042.12,170222.38,187193.16,176900.14,174834.08,215342.67,170353.04,197449.42,190716.77,226552.22,195838.13,166299.54,198951.91
sp|Q9H8T0|AKTIP_HUMAN,AKTIP,AKT-interacting protein OS=Homo sapiens OX=9606 GN=AKTIP PE=1 SV=1,122087.99,159826.42,152997.58,127267.75,,101584.3,,132672.18,99619.14,127139.6,118834.69,105027.6,140294.56,124716.25,97268.99,127066.89
sp|Q96H78|S2544_HUMAN,SLC25A44,Solute carrier family 25 member 44 OS=Homo sapiens OX=9606 GN=SLC25A44 PE=2 SV=1,214245.56,233464.72,210679.03,209460.94,247264.08,237983.83,218094.8,207498.48,244467.97,211438.21,240720.44,205558.38,224270.05,236644.78,240772.5,215778.06
sp|P49770|EI2BB_HUMAN,EIF2B2,Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3,277100.54,284228.04,289906.04,294762.35,309974.87,308208.92,296723.76,293309.49,309497.86,293682.7,250673.61,315987.64,324069.81,343674.56,355077.58,332238.32
sp|Q14117|DPYS_HUMAN,DPYS,Dihydropyrimidinase OS=Homo sapiens OX=9606 GN=DPYS PE=1 SV=1,161281.8,137614.45,146785.89,147798.96,196091.43,176500.66,165692.26,227946.74,146261.19,95415.09,152900.29,191685.1,275260.75,180309.19,184742.98,186644.37
sp|O75051|PLXA2_HUMAN,PLXNA2,Plexin-A2 OS=Homo sapiens OX=9606 GN=PLXNA2 PE=1 SV=4,50840.54,46386.73,48898.53,50725.12,52160.64,79573.3,62267.01,61060.11,58697.78,63211.47,68112.26,59890.59,81499.14,84418.73,91205.36,88495.44
sp|Q09472|EP300_HUMAN,EP300,Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2,160720.64,167030.17,151346.64,152562.12,169281.83,122843.42,202380.23,149044.61,200647.6,173791.77,111946.75,180967.04,161514.01,180206.59,146937.75,160518.53
sp|P21399|ACOHC_HUMAN,ACO1,Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,151358.66,126539.82,85188.47,111362.08,89703.82,114716.31,96878.7,127984.85,137123.2,155795.69,113286.43,132446.02,220610.06,119376.58,124879.75,91913.27
sp|Q9NZ53|PDXL2_HUMAN,PODXL2,Podocalyxin-like protein 2 OS=Homo sapiens OX=9606 GN=PODXL2 PE=1 SV=1,91021.37,102553.07,85105.04,90167.16,86199.62,103413.5,101468,125049.72,71477.89,91550.67,83916.86,70761.71,105790.03,87779.46,132775.42,87139.17
sp|Q16623|STX1A_HUMAN,STX1A,Syntaxin-1A OS=Homo sapiens OX=9606 GN=STX1A PE=1 SV=1,369305.75,389488.14,387688.94,384822.14,301950.75,337652.12,359418.42,379888.29,319875.25,425044.45,402310.62,325078.02,327604.31,290450.53,353003.5,324187.4
sp|P82663|RT25_HUMAN,MRPS25,"28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1",528597.86,547292.48,530374.28,519659.02,550525.01,564106.45,514740.25,480914.86,562559.01,504741.82,536717.81,538182.01,447283.13,564785.36,518857.87,495732
sp|P62861|RS30_HUMAN,FAU,FAU ubiquitin-like and ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=2,2627593.02,2463598.89,2437880.06,2578051.67,3237990.16,3511822.19,3009396.17,3136807.94,2842421.94,3489622.92,2828523.13,3361291.05,3347303.77,3636539.99,4050421.34,3702441.89
sp|Q9NVI1|FANCI_HUMAN,FANCI,Fanconi anemia group I protein OS=Homo sapiens OX=9606 GN=FANCI PE=1 SV=4,52597.42,36540.57,50248.48,61577.03,53636.77,52640.12,36918.84,49849.82,58808.18,48962.08,46592.12,63972.14,53711.54,58451.45,46531.04,48616.77
sp|Q96GM1|PLPR2_HUMAN,PLPPR2,Phospholipid phosphatase-related protein type 2 OS=Homo sapiens OX=9606 GN=PLPPR2 PE=1 SV=1,88253.42,82685.69,63886.58,71915.9,109837.18,110354.04,115289.49,146864.59,64489.3,167201.66,94715.06,88627.45,126872.29,71300.98,90465.67,102514.12
sp|O75629|CREG1_HUMAN,CREG1,Protein CREG1 OS=Homo sapiens OX=9606 GN=CREG1 PE=1 SV=1,,178145.17,148566.92,137137.77,,,149020.03,167721.54,173584.21,153698.25,185263.99,92593.95,135658.89,,,
sp|Q9H4W6|COE3_HUMAN,EBF3,Transcription factor COE3 OS=Homo sapiens OX=9606 GN=EBF3 PE=1 SV=2,460445.11,494541.2,512043.69,527215.3,445097.99,493217.2,483512.7,468423.25,654665.27,681495.78,591996.98,660164.23,560648.1,477167.78,541796.21,468543.07
sp|Q13509|TBB3_HUMAN,TUBB3,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2,2786693.21,2561949.93,2674017.93,2468659.45,2736099.72,2893474.54,2709473.92,2591862.84,2751391.28,3174859.13,2649432.5,3134417.66,2658151.61,2935177.09,3213910.83,3142105.35
sp|P09234|RU1C_HUMAN,SNRPC,U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,283530.35,275023.4,313125,305246.35,181465.91,228344.64,237665.37,290882.52,343536.9,335445.42,397426.06,293966.88,320627.34,206911.74,202560.87,211663.7
sp|Q9Y243|AKT3_HUMAN,AKT3,RAC-gamma serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT3 PE=1 SV=1,134884.24,126160.97,130575.84,126480.5,126822.84,148607.34,115721.54,142379.41,112761.03,104301.25,104217.25,104075.42,138216.59,103604.48,124898.5,129579.52
sp|P51511|MMP15_HUMAN,MMP15,Matrix metalloproteinase-15 OS=Homo sapiens OX=9606 GN=MMP15 PE=1 SV=1,355831.08,331079.23,330690.87,367584.55,395962.02,346535.06,377288.2,389457.31,363507.21,335254.83,357727.42,360203.68,432996.32,379883.65,440760.11,408695.25
sp|P62256|UBE2H_HUMAN,UBE2H,Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens OX=9606 GN=UBE2H PE=1 SV=1,211860.93,196902.75,213774.44,203904.76,178654.01,236142.56,204833.74,199771.19,170408.45,236405.01,224715.53,220218.82,181354.41,191972.58,221770.51,200611.2
sp|Q9BX74|TM2D1_HUMAN,TM2D1,TM2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TM2D1 PE=1 SV=1,,,,,,,,,,,71688.01,,,,,
sp|Q68CQ7|GL8D1_HUMAN,GLT8D1,Glycosyltransferase 8 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GLT8D1 PE=1 SV=2,94432.49,105408.75,102390.82,102477.7,101488.91,116421.09,114925.08,108797.37,113180.57,105963.61,96711.51,103320.57,97298.64,101372.71,112249.24,88578.07
sp|P55789|ALR_HUMAN,GFER,FAD-linked sulfhydryl oxidase ALR OS=Homo sapiens OX=9606 GN=GFER PE=1 SV=2,105031.23,124600.2,133307.34,121046.37,77883.45,,,,130323.26,104596.89,125086.12,87442.34,,,121801.47,101068.95
sp|O43491|E41L2_HUMAN,EPB41L2,Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,135334.55,131865.09,117879.84,137443.23,127952.51,120088.6,133870.74,126388.63,164605.19,117774.16,147933.41,152646.59,152379.81,157751.89,138653.84,149914.47
sp|Q6PD74|AAGAB_HUMAN,AAGAB,Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens OX=9606 GN=AAGAB PE=1 SV=1,352541.38,311680.36,268565.94,297682.2,331566.4,383848.06,,289943.32,243582.69,263701.22,250335.68,282466.06,344903.88,297471.91,258863.05,300046.58
sp|O60547|GMDS_HUMAN,GMDS,"GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1",204409.21,195036.71,205354.66,186596.74,183476.23,202632.37,218829.64,187368.36,179949.35,172997.25,160500.22,190931.04,174494.03,184728.38,181494.17,178653.35
sp|O00483|NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,259446.39,282453.86,278418.8,281499.99,260467.96,262966.28,258574.68,244932.96,242981.89,311782,312557.85,264596.64,227172.71,222204.5,236690.36,237713.07
sp|P60468|SC61B_HUMAN,SEC61B,Protein transport protein Sec61 subunit beta OS=Homo sapiens OX=9606 GN=SEC61B PE=1 SV=2,1677483.24,1856345.45,1695416.33,1787692.31,1385497.79,1453173.45,1747258.98,1705362.46,1928276.84,1863656.74,1960794.36,1944385.95,1443344.26,1611114.97,1390312.31,1472835.87
sp|Q8N474|SFRP1_HUMAN,SFRP1,Secreted frizzled-related protein 1 OS=Homo sapiens OX=9606 GN=SFRP1 PE=1 SV=1,,,,,319294.81,336379.51,317596.14,239303.06,,,,,343676.71,324073.66,296831.72,347664.52
sp|O75146|HIP1R_HUMAN,HIP1R,Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2,139143.22,137666.83,141533.02,137530.39,134626.27,151537.28,128834.5,137035.57,122465.85,170936.83,117745.99,148214.66,150515.21,129152.28,148337.53,155641.95
sp|Q8WYL5|SSH1_HUMAN,SSH1,Protein phosphatase Slingshot homolog 1 OS=Homo sapiens OX=9606 GN=SSH1 PE=1 SV=2,490803.01,458056.56,420715.96,418658.06,547791.22,516292.41,471558.57,482503.25,515455.95,550594.09,542733.39,519615.67,275721.31,548868.74,523782.13,533741.37
sp|Q96JH8|RADIL_HUMAN,RADIL,Ras-associating and dilute domain-containing protein OS=Homo sapiens OX=9606 GN=RADIL PE=1 SV=5,65888.93,63809.66,69124.78,70729.07,84451.01,86558.35,79914.65,82292.35,60323.32,77787.44,59229.36,66369.34,73758.43,80045.76,78290.05,82764.7
sp|P58546|MTPN_HUMAN,MTPN,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2,683317.5,658080.9,674050.02,637568.5,556773.47,634622.44,675247.53,724303.7,699342.6,721872.69,700873.55,659170.29,649098.09,622811.58,634271.49,587990.63
sp|Q8TCD1|CR032_HUMAN,C18orf32,UPF0729 protein C18orf32 OS=Homo sapiens OX=9606 GN=C18orf32 PE=1 SV=1,203318.21,213628.72,218893.44,216182.86,268205.71,261066.43,237176.5,232100.51,261494.02,259728.03,224790.45,238613.75,212918.82,231443.46,255799.79,212632.25
sp|Q9BZX2|UCK2_HUMAN,UCK2,Uridine-cytidine kinase 2 OS=Homo sapiens OX=9606 GN=UCK2 PE=1 SV=1,161173.99,171977.31,156660.85,160545.25,163248.92,154069.51,137228.21,155294.04,127213.04,140065.56,160087.59,147440.39,158370.35,174010.58,179477.3,163814.7
sp|Q9P0U1|TOM7_HUMAN,TOMM7,Mitochondrial import receptor subunit TOM7 homolog OS=Homo sapiens OX=9606 GN=TOMM7 PE=1 SV=1,113231.35,148238.93,129964.48,139288.15,115734.69,110811.85,136325.73,115680.81,123318.15,194239.35,102337.92,139069.94,131476.52,112481.3,125640.7,141647.85
sp|Q9UHV7|MED13_HUMAN,MED13,Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens OX=9606 GN=MED13 PE=1 SV=3,65425.16,86319.63,89666.06,,,75675.74,87545.94,61031.8,99784.85,,67756.66,82004.17,,76756.58,,
sp|Q9GZL7|WDR12_HUMAN,WDR12,Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2,253374.79,259051.06,298684.07,282965,242592.9,218184.22,268381.77,244420.15,275480.06,189638.73,264989.61,262081.98,243053.32,208923.24,158952.59,205717.14
sp|Q9NR09|BIRC6_HUMAN,BIRC6,Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=3,133712.92,124595.18,130706.49,141096.93,129867.45,102168.78,116859.6,113871.5,136977.24,111424.2,108127.81,120976.66,91691.34,111378.12,77779.26,93731.05
sp|P62820|RAB1A_HUMAN,RAB1A,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,659026.76,631400.12,644890.2,635503.65,692077.02,745480.71,693033.01,681278.64,710940.47,820926.7,698826.38,704286.89,734752.07,736793.96,794579.87,757109.74
sp|Q9H0U4|RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,583977.87,592610.75,609779.76,620401.51,602339.06,597786.37,625404.26,705343.12,653834.99,642583.24,679736.23,648343.03,721254.56,726723.92,651331.38,688839
sp|Q96EL3|RM53_HUMAN,MRPL53,"39S ribosomal protein L53, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL53 PE=1 SV=1",449008.67,462963.61,424613.92,426238.32,373064.98,302891.2,330744.8,359131.22,415056.55,382925.17,393364.82,427336.03,377795.57,304621.75,345202.13,379317.29
sp|Q9NX20|RM16_HUMAN,MRPL16,"39S ribosomal protein L16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL16 PE=1 SV=1",581947.43,593493.9,580951.36,596900.5,508219.91,494699.79,583735.28,554101.62,572648.27,508996.67,621698.57,515257,532158.4,510067.92,465037.19,524039.82
sp|P10644|KAP0_HUMAN,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1,223122.55,264493.68,260374.79,245706.83,215434.35,204988.99,226088.22,202912.53,292213.65,211255.02,282032.56,272927.19,219045.97,210643.68,171134.14,174894.83
sp|Q8IUH5|ZDH17_HUMAN,ZDHHC17,Palmitoyltransferase ZDHHC17 OS=Homo sapiens OX=9606 GN=ZDHHC17 PE=1 SV=2,156541.55,173933.07,175759.05,140546.51,165235.77,250415.78,208917,238939.13,190500.42,225616.82,189385.49,204946.6,,216328.19,145453.44,209476.62
sp|Q9UP83|COG5_HUMAN,COG5,Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens OX=9606 GN=COG5 PE=1 SV=3,227389.14,234212.72,224839.31,247171.3,228922.84,271650.11,271725.02,271829.99,263387.85,195745.18,252183.94,272586,240397.47,267821.45,264063.92,279027.68
sp|Q96G46|DUS3L_HUMAN,DUS3L,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens OX=9606 GN=DUS3L PE=1 SV=2,94777.59,105473.8,72144.73,89991.31,114440.28,88559.59,87717.07,72860.6,76797.3,104596.65,65367.75,95786.01,77057.38,84717.98,84469.11,95902.37
sp|P23468|PTPRD_HUMAN,PTPRD,Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens OX=9606 GN=PTPRD PE=1 SV=2,101033.83,118531.66,126109.93,128509.33,128050.97,139052.88,136841.86,147411.07,74034.69,110847.05,107695.65,78437.06,143422.68,107398.24,126618.64,111376.17
sp|P51580|TPMT_HUMAN,TPMT,Thiopurine S-methyltransferase OS=Homo sapiens OX=9606 GN=TPMT PE=1 SV=1,337209.75,326615.09,310102.36,349472.89,367387.74,293994.33,415860.39,529108.76,270087.03,237302.28,209399.67,300719.53,209219.06,294537.85,290511.13,298401.18
sp|Q9UBX3|DIC_HUMAN,SLC25A10,Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2,538368.8,542139.11,507985.89,514294.53,504114.68,470748.08,501298.65,494515.97,563318.96,429985.21,493290.15,515804.6,468993.26,539410.56,437720.04,454426.44
tr|F6RGN5|F6RGN5_HUMAN,SLC25A10,Solute carrier family 25 member 10 OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=1,840206.8,902522.5,865620.3,879900.34,,,,,1118180.45,,786287.44,895517.94,,,,
sp|Q9Y4K4|M4K5_HUMAN,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP4K5 PE=1 SV=2,210998.3,211138.06,192484.96,230633.9,198518.29,218300.73,226773.83,230410.71,196670.67,222917.8,216303.27,201320.12,200678.25,196203.13,195408.12,204875.25
sp|Q8IWZ3|ANKH1_HUMAN,ANKHD1,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,124569.17,120933.78,116673.08,137965.95,132072.97,96028.24,132028.12,112760.59,135201.28,93899.65,105051.3,118790.65,104109.9,109883.16,122600.94,115751.73
sp|P35052|GPC1_HUMAN,GPC1,Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2,221010.9,254887.82,211122.76,197228.83,537806.96,633297.75,635061.83,671985.74,211411.66,248567.01,237651.22,214376.45,807522.11,593860.4,676570.74,578515.04
sp|Q9NXA8|SIR5_HUMAN,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens OX=9606 GN=SIRT5 PE=1 SV=2",323494.45,342217.1,310576.07,324976.67,361970.3,332804.33,325520.34,286958.05,312347.53,315557.77,271812.43,320767.39,278469.34,307485.53,316160.56,332168.26
sp|P02452|CO1A1_HUMAN,COL1A1,Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=6,185166.7,221711.56,197223.65,240861.41,138969.34,271925.65,195488.73,173346.03,254464.48,417677.37,206461.01,312604.07,199852.85,140655.39,168521.34,140510.51
sp|Q9NPJ3|ACO13_HUMAN,ACOT13,Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1,442714.91,436823.7,447691.02,437752.75,449131.29,413976.8,409183.04,368753.84,450677.82,423721.33,460293.21,445111.35,428317.9,447531.21,478122.2,463645.56
sp|Q92529|SHC3_HUMAN,SHC3,SHC-transforming protein 3 OS=Homo sapiens OX=9606 GN=SHC3 PE=1 SV=1,89486.55,59635.35,95719.76,97939.74,110203.35,80797.26,124141.88,98685.91,70734.97,101204.07,91542.26,102343.97,88606.51,75590.58,128107.16,47392.97
sp|Q9UNK0|STX8_HUMAN,STX8,Syntaxin-8 OS=Homo sapiens OX=9606 GN=STX8 PE=1 SV=2,340435.18,391601.8,367084.74,405926.59,395172.98,355139.1,430072.53,385764.53,359594.46,425548.75,399413.69,365045.7,411877.35,378571.4,398697.54,374805.12
sp|P26885|FKBP2_HUMAN,FKBP2,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2,362128.34,365165.07,372625.46,377495.86,306173.92,354975.76,345669.2,374726.13,381917.5,407564.28,392175.3,369598.48,381005.88,292223.21,375801.61,358376.03
sp|Q8TF74|WIPF2_HUMAN,WIPF2,WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1,139284.14,123568.54,140947.09,141764.72,122203.28,128112.3,133113.75,174064.22,94993.92,199314.08,133332.59,119979.48,132744.26,96177.64,124450.24,105591.48
sp|O75425|MSPD3_HUMAN,MOSPD3,Motile sperm domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MOSPD3 PE=1 SV=1,47936.34,58834.77,77772.49,83445.61,51569.44,64830.12,,97534.56,61733.63,89642.57,73782.32,73736.16,63889.05,99546.18,69761.93,77679.86
sp|P48730|KC1D_HUMAN,CSNK1D,Casein kinase I isoform delta OS=Homo sapiens OX=9606 GN=CSNK1D PE=1 SV=2,241762.85,277813.35,226572.55,261845.93,191579.18,259521.48,241904.7,252483.16,207743.07,288908.59,262007,229198.96,184730.34,153801.18,220529.59,188648.8
