ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group2_1,Group2_2,Group2_3,Group3_1,Group3_2,Group3_3,Group4_1,Group4_2,Group4_3,Group5_1,Group5_2,Group5_3,Group6_1,Group6_2,Group6_3
sp|Q9ULV0|MYO5B_HUMAN,MYO5B,Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3,240191.19,234508.91,251926.17,301039.83,284258.89,321758.77,247960.07,211381.28,219207.13,123321.65,129264.61,129696.70,134294.93,125811.88,128022.18,123127.10,122101.99,126070.12
sp|Q9BWU0|NADAP_HUMAN,SLC4A1AP,Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1,380668.92,396642.06,391518.21,377785.72,359639.91,408277.99,504967.08,511193.72,481722.78,363557.48,346211.17,358446.34,420395.67,404033.94,424426.75,503349.44,501798.50,489144.14
sp|Q9Y5Z7|HCFC2_HUMAN,HCFC2,Host cell factor 2 OS=Homo sapiens OX=9606 GN=HCFC2 PE=1 SV=1,97881.04,101679.63,96041.37,96320.22,88533.22,102964.54,101161.67,90523.28,80183.70,91262.02,89946.94,93335.70,72018.62,82804.07,75737.79,90938.14,78528.84,78403.76
sp|Q8N612|F16A2_HUMAN,FAM160A2,FTS and Hook-interacting protein OS=Homo sapiens OX=9606 GN=FAM160A2 PE=1 SV=3,81065.23,77265.63,66725.07,84994.07,92743.46,88570.38,75565.13,96482.19,100422.88,67299.45,58831.06,65022.76,82078.97,86871.58,80264.43,71725.42,70921.54,80101.96
sp|Q12872|SFSWA_HUMAN,SFSWAP,"Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens OX=9606 GN=SFSWAP PE=1 SV=3",505002.05,521839.32,527188.27,334200.37,325740.50,351785.76,470447.94,406307.30,439497.73,589637.14,609086.26,594446.59,427500.32,390091.57,407717.97,528219.93,548183.94,503802.00
sp|Q8IXQ6|PARP9_HUMAN,PARP9,Protein mono-ADP-ribosyltransferase PARP9 OS=Homo sapiens OX=9606 GN=PARP9 PE=1 SV=2,241364.44,227222.59,238869.17,304299.28,326523.62,307748.90,241869.59,219008.25,246079.04,185039.23,184056.85,186073.38,179687.11,180894.34,177491.65,190999.66,204882.32,202964.67
sp|O60437|PEPL_HUMAN,PPL,Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=4,805031.45,840332.77,792225.33,1030985.06,984626.88,1062821.66,704770.49,737791.23,1007477.41,379780.10,359719.98,376896.04,397704.55,406115.03,367523.06,349369.63,351454.22,362157.02
sp|Q9UKC9|FBXL2_HUMAN,FBXL2,F-box/LRR-repeat protein 2 OS=Homo sapiens OX=9606 GN=FBXL2 PE=1 SV=3,318580.53,305884.77,204616.97,226459.90,255226.81,260231.63,346652.57,367249.10,355082.45,259367.10,313698.56,296126.43,303331.72,377310.57,288537.09,252481.38,315828.87,416671.93
sp|Q14410|GLPK2_HUMAN,GK2,Glycerol kinase 2 OS=Homo sapiens OX=9606 GN=GK2 PE=2 SV=2,12550.66,13695.79,13902.95,13481.93,9484.74,11884.06,13751.33,19402.35,13329.16,25183.74,26362.24,22489.24,15466.56,17261.14,14552.03,13084.45,14303.96,16438.54
sp|Q04864|REL_HUMAN,REL,Proto-oncogene c-Rel OS=Homo sapiens OX=9606 GN=REL PE=1 SV=1,198860.66,204752.30,183211.27,252481.16,259956.09,246864.45,215491.78,227361.26,250643.74,187613.05,168276.38,189545.23,241170.98,257902.97,248929.35,232124.88,242172.92,223039.80
sp|P17010|ZFX_HUMAN,ZFX,Zinc finger X-chromosomal protein OS=Homo sapiens OX=9606 GN=ZFX PE=2 SV=2,159297.03,149133.87,148035.69,123291.70,115533.70,126089.84,147225.54,160474.49,195272.65,234939.27,232696.35,271021.03,94375.07,110519.84,107638.19,211402.82,209943.04,177396.55
sp|Q9Y5J1|UTP18_HUMAN,UTP18,U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=UTP18 PE=1 SV=3,751874.90,769032.05,778465.88,617565.93,602325.42,621821.42,665466.24,666394.30,608607.57,963138.41,965421.10,954831.80,837949.62,777745.24,885804.27,789701.66,770992.55,750026.94
sp|Q5QP82|DCA10_HUMAN,DCAF10,DDB1- and CUL4-associated factor 10 OS=Homo sapiens OX=9606 GN=DCAF10 PE=1 SV=1,22864.31,27557.57,23845.52,22714.54,19935.62,20099.07,21857.98,24731.05,28628.93,19479.01,19793.50,20053.60,21668.35,29282.98,19162.72,20286.42,16944.16,23208.00
sp|Q5JVF3|PCID2_HUMAN,PCID2,PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2,705584.15,721175.11,726285.56,796377.03,807054.83,797554.44,793946.28,625418.47,608362.17,759617.22,780117.23,744418.90,547353.82,506088.28,665409.91,727915.11,773926.79,740647.22
sp|P20585|MSH3_HUMAN,MSH3,DNA mismatch repair protein Msh3 OS=Homo sapiens OX=9606 GN=MSH3 PE=1 SV=4,273098.76,267285.19,259576.02,305345.49,348010.32,298303.16,286344.80,303367.47,288800.37,271116.11,273199.51,280370.10,248860.92,247319.03,243109.96,292054.77,282025.62,296722.23
sp|Q5QJE6|TDIF2_HUMAN,DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2,503778.16,509729.33,525223.20,419494.90,393687.51,422764.90,464190.13,452961.50,450204.07,702485.54,715157.18,694580.88,455423.79,445499.46,459438.79,516778.63,521426.44,520899.47
sp|O94855|SC24D_HUMAN,SEC24D,Protein transport protein Sec24D OS=Homo sapiens OX=9606 GN=SEC24D PE=1 SV=2,606988.01,574008.42,531126.06,656153.29,671643.34,629271.99,614371.17,656545.54,780541.81,297698.08,279520.82,302287.89,391689.06,443340.63,377666.18,329320.16,389527.75,349041.85
sp|Q13769|THOC5_HUMAN,THOC5,THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,1015672.51,1014122.79,959031.01,810315.30,790439.87,785687.02,809932.85,845638.84,859389.05,1310861.88,1286586.36,1305570.48,1295966.77,1304735.21,1260570.43,1000012.42,1010632.49,1009029.21
sp|A1A4S6|RHG10_HUMAN,ARHGAP10,Rho GTPase-activating protein 10 OS=Homo sapiens OX=9606 GN=ARHGAP10 PE=1 SV=1,1790061.47,1678538.75,1873348.75,1884803.00,2060215.70,1920918.06,1791842.07,1835905.03,1843048.22,1684164.08,1637921.75,1655188.41,1567395.94,1595712.23,1532170.88,1584497.56,1870343.54,1650773.07
sp|Q12986|NFX1_HUMAN,NFX1,Transcriptional repressor NF-X1 OS=Homo sapiens OX=9606 GN=NFX1 PE=1 SV=2,114858.09,114279.76,103045.56,119042.29,124260.12,113111.11,116633.38,133464.67,135051.41,105356.51,100516.75,107272.20,99137.58,109548.85,95797.39,104204.34,100259.04,102200.67
sp|Q9H0A0|NAT10_HUMAN,NAT10,RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2,743371.34,774584.07,755212.06,748678.96,724689.98,727931.37,744772.49,832342.35,729121.49,968615.95,967724.98,1007688.64,670742.58,679486.37,709240.20,814242.25,816742.89,795208.61
sp|Q5JTH9|RRP12_HUMAN,RRP12,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,489342.19,480099.87,481889.31,567337.36,560202.81,575652.09,481158.46,535501.79,537838.86,575627.09,596634.18,572619.81,469348.23,499006.77,499214.63,501630.69,529771.95,494315.33
sp|P29597|TYK2_HUMAN,TYK2,Non-receptor tyrosine-protein kinase TYK2 OS=Homo sapiens OX=9606 GN=TYK2 PE=1 SV=3,131856.80,128773.82,125731.18,123671.85,126534.54,124805.77,133393.90,139972.45,137735.32,104690.83,102225.24,108187.60,109995.26,111547.11,108321.11,110683.14,105846.77,113021.68
sp|Q9UHB7|AFF4_HUMAN,AFF4,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1,83067.53,87525.24,85268.91,76413.02,69931.26,75196.39,83578.79,85571.79,80566.33,90482.47,91087.44,90548.40,68922.54,65256.72,67508.26,90350.16,90939.78,93655.71
sp|O75179|ANR17_HUMAN,ANKRD17,Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3,114990.26,105538.03,115067.75,105512.20,107475.22,103721.78,150152.97,118846.28,119306.59,101076.87,107881.57,102406.06,108333.20,94097.09,107308.97,126818.94,136618.73,122514.90
sp|Q7Z5J4|RAI1_HUMAN,RAI1,Retinoic acid-induced protein 1 OS=Homo sapiens OX=9606 GN=RAI1 PE=1 SV=2,248782.56,260631.28,247397.37,162189.21,160810.00,165612.07,222036.27,235866.57,231314.57,345679.64,346346.89,343658.24,186551.18,191979.64,191688.72,272114.09,265854.97,259391.05
sp|Q5JSL3|DOC11_HUMAN,DOCK11,Dedicator of cytokinesis protein 11 OS=Homo sapiens OX=9606 GN=DOCK11 PE=1 SV=2,222780.18,219556.54,222923.09,213031.87,206569.53,209416.14,247179.05,247703.67,234702.85,310805.64,313308.31,314292.30,296399.37,285924.67,297160.07,343251.63,403428.46,345202.23
sp|Q9BXT2|CCG6_HUMAN,CACNG6,Voltage-dependent calcium channel gamma-6 subunit OS=Homo sapiens OX=9606 GN=CACNG6 PE=1 SV=1,2600694.97,3377835.97,2403887.41,2855795.52,2385966.22,3337464.31,1874982.33,2220023.98,1794448.34,2696388.07,2080102.88,2859774.85,3008722.10,3481428.61,2813155.79,1826026.42,1477165.89,1806200.80
sp|P07320|CRGD_HUMAN,CRYGD,Gamma-crystallin D OS=Homo sapiens OX=9606 GN=CRYGD PE=1 SV=3,106454.40,96721.59,65238.62,80863.88,80276.26,96828.88,73623.13,89749.32,92274.94,408502.50,386205.54,386601.06,396974.11,394110.86,382170.57,385546.03,477936.24,456366.80
sp|Q96PZ0|PUS7_HUMAN,PUS7,Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=2,652604.03,641388.47,719244.65,707432.59,675413.05,727331.99,805281.69,710170.18,841649.67,627677.69,687876.09,637564.97,655814.05,582526.85,679867.34,842773.39,859056.88,776416.28
sp|O75052|CAPON_HUMAN,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Homo sapiens OX=9606 GN=NOS1AP PE=1 SV=3,311128.11,319385.51,303037.76,393475.75,378816.45,406606.23,343808.34,319583.75,342258.01,278210.72,250522.53,262636.61,265830.89,255576.26,259044.00,236353.61,256602.01,268069.87
sp|P08572|CO4A2_HUMAN,COL4A2,Collagen alpha-2(IV) chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4,1310253.88,1285857.02,1244210.60,1598754.57,1558165.01,1590567.92,1098241.82,1143813.89,1833827.87,386410.28,334082.81,369484.78,423565.48,474642.88,400445.21,412581.06,362502.99,467444.89
sp|Q9Y221|NIP7_HUMAN,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1,1165513.82,1150256.49,1312351.04,984759.63,1164701.89,1004647.40,1000632.86,783319.46,856650.75,1315947.05,1483404.03,1324993.94,1193902.31,983338.76,1209245.39,997364.29,1106020.36,923300.82
sp|Q96HW7|INT4_HUMAN,INTS4,Integrator complex subunit 4 OS=Homo sapiens OX=9606 GN=INTS4 PE=1 SV=2,387915.82,399505.51,394072.13,262762.27,285499.16,264968.27,342511.46,328456.13,314316.51,415840.16,415456.78,407152.63,275836.96,265895.55,274618.83,358647.43,367858.38,351678.31
sp|Q9C0F1|CEP44_HUMAN,CEP44,Centrosomal protein of 44 kDa OS=Homo sapiens OX=9606 GN=CEP44 PE=1 SV=2,304819.24,291646.98,291183.89,257491.78,246562.20,251659.60,279993.36,303208.80,367436.46,272982.65,260492.71,268521.52,204810.71,205554.14,210052.76,293071.81,288374.35,264474.85
sp|Q9UBG0|MRC2_HUMAN,MRC2,C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2,907998.33,911735.01,880496.38,629586.30,617948.66,627024.32,734299.98,821443.43,894767.32,672236.22,658133.47,674321.85,740649.54,792962.76,712790.18,629652.66,615323.93,640410.08
sp|Q9Y244|POMP_HUMAN,POMP,Proteasome maturation protein OS=Homo sapiens OX=9606 GN=POMP PE=1 SV=1,94543.21,92204.43,97217.61,129514.05,141071.67,138947.97,87688.92,103101.85,114936.12,116915.69,106193.39,116160.40,177485.92,219906.97,170439.30,125586.63,159640.15,173149.64
sp|Q9H773|DCTP1_HUMAN,DCTPP1,dCTP pyrophosphatase 1 OS=Homo sapiens OX=9606 GN=DCTPP1 PE=1 SV=1,1622831.00,1553626.38,1676747.53,2072401.15,2058705.06,2341026.15,2128635.84,2291615.70,2260254.55,1688095.86,1623692.26,1551531.78,1786238.86,1654506.43,1771232.64,2492266.92,2627473.75,2210396.64
sp|Q8WVX9|FACR1_HUMAN,FAR1,Fatty acyl-CoA reductase 1 OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1,112928.78,115398.05,112357.24,80324.61,72996.48,86972.14,104392.60,94649.37,80137.38,155885.91,155268.64,155516.62,162133.31,170627.90,191524.85,108765.85,99363.36,111204.26
sp|Q9NTW7|ZF64B_HUMAN,ZFP64,Zinc finger protein 64 OS=Homo sapiens OX=9606 GN=ZFP64 PE=1 SV=3,140065.85,147360.12,142319.01,143534.58,137983.19,142979.13,163621.63,154927.61,161294.79,144250.60,145076.11,151125.23,113833.04,113761.06,118647.24,168501.03,142376.77,153743.40
sp|Q9NTW7-4|ZF64B_HUMAN,ZFP64,Isoform 6 of Zinc finger protein 64 OS=Homo sapiens OX=9606 GN=ZFP64,140982.72,149266.60,138607.66,147105.91,147906.38,144822.41,159276.56,155731.83,156532.94,152624.42,139551.35,156788.40,105965.26,104964.92,107680.15,176374.19,150332.79,161072.37
sp|P0C628|O5AC1_HUMAN,OR5AC1,Olfactory receptor 5AC1 OS=Homo sapiens OX=9606 GN=OR5AC1 PE=3 SV=1,81282.21,84736.34,75275.53,53595.50,57733.55,60057.87,75751.21,73414.05,67398.37,71377.51,73436.28,70790.71,71329.08,65345.52,70803.45,86845.04,74664.08,87792.89
sp|Q14137|BOP1_HUMAN,BOP1,Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,868596.05,903910.48,861499.58,590746.72,564833.73,611927.60,719945.17,720979.54,725273.15,1109999.82,1125108.87,1094076.13,854681.21,862499.03,890102.38,878397.72,857507.37,867164.41
sp|Q6WKZ4|RFIP1_HUMAN,RAB11FIP1,Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3,458756.73,481923.45,464790.24,480019.24,449256.25,505055.17,465180.80,553440.25,444431.01,577723.31,572484.50,552770.22,591727.18,560201.31,556672.73,531804.49,647346.39,589535.98
sp|P15941|MUC1_HUMAN,MUC1,Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=3,534331.19,468993.99,578396.50,795515.59,905096.47,810696.55,536108.75,578397.74,602124.03,249418.52,252114.10,255453.66,305476.80,316614.88,310591.51,261058.87,250092.45,359753.02
sp|P15941-10|MUC1_HUMAN,MUC1,Isoform F of Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1,170483.65,163265.82,163101.39,368697.07,348837.34,357766.31,182320.33,171335.53,237371.65,47944.18,34888.89,44683.07,53824.19,58595.56,47707.90,51243.49,36569.45,43207.28
sp|P61073|CXCR4_HUMAN,CXCR4,C-X-C chemokine receptor type 4 OS=Homo sapiens OX=9606 GN=CXCR4 PE=1 SV=1,60089.56,58190.69,62989.90,30527.41,29153.54,30223.80,54457.79,56640.42,56708.14,42297.45,45720.95,42504.72,35710.45,36017.31,39511.72,40850.71,42792.95,41118.95
sp|Q8NGA1|OR1M1_HUMAN,OR1M1,Olfactory receptor 1M1 OS=Homo sapiens OX=9606 GN=OR1M1 PE=2 SV=1,4442821.70,3655220.39,3933104.07,5319193.78,4625203.97,4769985.24,3222371.19,2536137.87,3781960.64,2174036.21,1968672.58,2544791.65,2021029.86,1694598.79,2412363.44,1690122.76,2555918.26,1637095.61
sp|Q9BUL5|PHF23_HUMAN,PHF23,PHD finger protein 23 OS=Homo sapiens OX=9606 GN=PHF23 PE=1 SV=1,569941.86,561564.36,546589.90,383776.97,350223.37,371646.58,580835.84,674052.71,645246.46,489993.69,469688.56,523181.57,534546.92,570008.34,497288.87,587423.04,572427.45,590984.85
sp|Q9H0G5|NSRP1_HUMAN,NSRP1,Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens OX=9606 GN=NSRP1 PE=1 SV=1,370472.93,373059.82,365367.61,268567.48,247490.53,270882.58,376531.74,407110.77,379883.73,417824.07,381882.01,403574.33,315935.38,312596.54,257221.10,412060.62,378576.16,377899.21
sp|Q9H6Y2|WDR55_HUMAN,WDR55,WD repeat-containing protein 55 OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=2,339172.54,268158.08,319964.16,220025.19,259833.07,231145.74,211665.93,233232.17,257198.87,325156.00,328096.31,306174.48,359092.28,272957.69,362776.29,189652.62,226322.22,204205.77
sp|Q96HV5|TM41A_HUMAN,TMEM41A,Transmembrane protein 41A OS=Homo sapiens OX=9606 GN=TMEM41A PE=1 SV=1,462039.78,417638.47,344202.48,251543.19,305126.72,267820.09,265809.82,329026.72,368919.75,464587.89,431555.45,414753.27,507667.04,607943.88,517269.85,378759.34,295071.74,304953.15
sp|Q8IYL3|CA174_HUMAN,C1orf174,UPF0688 protein C1orf174 OS=Homo sapiens OX=9606 GN=C1orf174 PE=1 SV=2,244245.13,251844.59,272731.20,175630.42,159804.53,180296.95,297260.69,252854.92,232682.90,275656.86,278580.70,260022.70,191215.21,177274.31,182691.64,296000.22,296956.83,269476.59
sp|Q9H6X2|ANTR1_HUMAN,ANTXR1,Anthrax toxin receptor 1 OS=Homo sapiens OX=9606 GN=ANTXR1 PE=1 SV=2,116988.55,107653.68,110424.72,68504.82,66734.94,63094.84,83623.17,101864.19,107845.72,84752.72,78872.31,83053.99,91768.74,96186.12,84668.76,61804.84,61744.03,62712.82
sp|Q9BQE4|SELS_HUMAN,SELENOS,Selenoprotein S OS=Homo sapiens OX=9606 GN=SELENOS PE=1 SV=3,360360.58,393735.80,356455.97,355773.86,323710.43,357678.52,353650.90,322565.74,278681.15,434832.36,425042.11,440690.29,447786.71,467903.69,494028.09,322646.90,300536.28,325983.85
sp|Q9UNI6|DUS12_HUMAN,DUSP12,Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1,683264.22,696534.13,751489.57,828122.88,888134.21,824067.65,827213.05,719745.53,767064.64,638947.22,633141.77,633520.05,690012.48,680796.28,736791.66,780295.69,878729.75,698122.58
sp|Q96S97|MYADM_HUMAN,MYADM,Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2,142650.30,141215.28,160868.43,93602.35,94067.35,102235.81,133856.03,110104.02,132147.51,118715.95,130816.31,116228.32,138027.72,133248.19,150263.00,120806.37,97904.77,106905.66
sp|O75154|RFIP3_HUMAN,RAB11FIP3,Rab11 family-interacting protein 3 OS=Homo sapiens OX=9606 GN=RAB11FIP3 PE=1 SV=1,464022.36,435100.32,502649.20,858294.12,998752.12,897117.64,674198.56,609898.77,575970.86,394175.96,494876.17,449826.01,444763.39,421202.08,471205.80,532922.73,483320.84,621375.31
sp|Q9BSI4|TINF2_HUMAN,TINF2,TERF1-interacting nuclear factor 2 OS=Homo sapiens OX=9606 GN=TINF2 PE=1 SV=1,131876.19,127032.01,152741.82,96463.58,99441.32,96201.13,112564.47,98156.00,117941.43,176197.08,186003.18,184446.13,86359.93,83922.23,89090.96,120369.75,136639.64,112524.33
sp|Q14653|IRF3_HUMAN,IRF3,Interferon regulatory factor 3 OS=Homo sapiens OX=9606 GN=IRF3 PE=1 SV=1,338251.75,338410.34,323140.96,513913.44,496417.12,507536.39,400712.68,418417.31,404153.58,323598.16,292576.37,302574.86,359829.39,401289.20,369587.92,386553.77,382574.37,381278.01
sp|P10589|COT1_HUMAN,NR2F1,COUP transcription factor 1 OS=Homo sapiens OX=9606 GN=NR2F1 PE=1 SV=1,57198.97,51510.61,55913.72,27997.54,33616.68,28531.53,34374.18,34665.67,37853.85,72485.45,80538.28,75235.32,25566.09,29956.52,29606.41,39467.06,40579.38,38308.47
sp|Q9Y303|NAGA_HUMAN,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens OX=9606 GN=AMDHD2 PE=1 SV=2,142185.40,147917.96,155886.75,282100.61,273191.81,293097.36,149188.15,171648.38,259134.92,121813.13,111349.40,130345.73,155672.48,176050.51,154635.00,157671.61,187483.05,157637.46
sp|O75496|GEMI_HUMAN,GMNN,Geminin OS=Homo sapiens OX=9606 GN=GMNN PE=1 SV=1,279173.82,286416.40,295941.80,238589.63,201683.62,244785.98,407529.97,399670.44,326061.76,344635.94,338045.16,322907.43,351855.91,314156.70,319503.79,504130.98,485383.06,483266.95
sp|Q8TDP1|RNH2C_HUMAN,RNASEH2C,Ribonuclease H2 subunit C OS=Homo sapiens OX=9606 GN=RNASEH2C PE=1 SV=1,273429.41,268559.41,255654.04,251126.59,277803.39,232584.11,295978.25,328159.45,310203.82,289422.42,261658.14,289729.10,515591.66,575273.76,445885.96,313666.58,343006.99,342913.51
sp|Q9P2C4|TM181_HUMAN,TMEM181,Transmembrane protein 181 OS=Homo sapiens OX=9606 GN=TMEM181 PE=1 SV=2,100731.62,95439.31,106555.95,148808.63,148220.12,149254.39,97591.23,87878.72,84465.03,101756.67,160729.18,168473.81,209401.42,169233.00,201055.54,125116.23,121865.49,114656.02
sp|P14373|TRI27_HUMAN,TRIM27,Zinc finger protein RFP OS=Homo sapiens OX=9606 GN=TRIM27 PE=1 SV=1,374396.09,367274.96,376593.97,240497.27,254278.83,238731.86,292733.29,271269.54,315131.37,489082.19,512098.33,487057.76,369264.34,341308.66,412089.91,431399.28,433765.33,412857.20
sp|P55210|CASP7_HUMAN,CASP7,Caspase-7 OS=Homo sapiens OX=9606 GN=CASP7 PE=1 SV=1,291194.81,277033.15,292701.12,483920.65,474215.04,494168.20,339662.61,355392.69,393490.28,209550.16,207729.74,217798.51,282314.60,277275.52,300351.20,266760.39,281596.24,290750.14
sp|P78329|CP4F2_HUMAN,CYP4F2,Cytochrome P450 4F2 OS=Homo sapiens OX=9606 GN=CYP4F2 PE=1 SV=1,826804.29,812610.39,875803.00,664989.62,653739.50,696984.90,845836.50,788303.29,829839.35,717388.01,745170.76,715531.52,869323.80,790522.84,807538.85,774001.84,803065.54,760749.51
sp|Q13206|DDX10_HUMAN,DDX10,Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2,288942.92,274633.14,261841.80,270636.38,271619.10,252744.55,225068.03,301388.35,296001.52,330975.82,319065.40,348722.10,273708.11,312712.50,273284.24,256523.00,257612.48,258722.20
sp|Q8NB78|KDM1B_HUMAN,KDM1B,Lysine-specific histone demethylase 1B OS=Homo sapiens OX=9606 GN=KDM1B PE=1 SV=3,374211.48,381382.31,341482.04,302798.34,323874.65,309181.97,333063.26,342146.94,304074.44,446117.35,431125.73,428098.95,315106.88,348531.98,327121.45,325606.50,333509.48,348311.26
sp|Q9P0W2|HM20B_HUMAN,HMG20B,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related OS=Homo sapiens OX=9606 GN=HMG20B PE=1 SV=1,253113.94,289813.80,246573.01,173003.90,156881.57,175683.14,252686.16,284291.50,257348.00,267917.67,245487.08,263465.80,308925.16,331118.57,253320.43,270835.79,238900.05,253614.02
sp|Q00266|METK1_HUMAN,MAT1A,S-adenosylmethionine synthase isoform type-1 OS=Homo sapiens OX=9606 GN=MAT1A PE=1 SV=2,56615.08,56692.03,64712.23,201149.09,194565.43,198397.23,73498.32,61219.56,82647.10,33678.39,38636.16,33989.98,38157.85,39346.59,37734.01,33368.78,42678.41,41654.50
sp|O95685|PPR3D_HUMAN,PPP1R3D,Protein phosphatase 1 regulatory subunit 3D OS=Homo sapiens OX=9606 GN=PPP1R3D PE=1 SV=1,93629.13,97045.56,90102.77,104051.68,117001.03,114178.35,106932.64,91328.98,85888.22,70972.99,72564.46,70843.86,96092.80,94666.54,100224.91,81878.99,88243.74,88112.22
sp|Q5T3J3|LRIF1_HUMAN,LRIF1,Ligand-dependent nuclear receptor-interacting factor 1 OS=Homo sapiens OX=9606 GN=LRIF1 PE=1 SV=1,106154.91,113599.69,105503.80,77876.80,77662.07,88127.78,103821.71,88477.44,77669.23,143974.50,140105.56,140137.85,74015.99,65512.92,75855.73,108785.20,103228.64,109444.01
sp|P17050|NAGAB_HUMAN,NAGA,Alpha-N-acetylgalactosaminidase OS=Homo sapiens OX=9606 GN=NAGA PE=1 SV=2,736574.50,762203.95,760518.30,863668.13,808194.40,860198.30,519713.20,534530.47,608625.47,727311.57,728161.21,695902.73,669889.24,665933.31,646589.30,503249.88,550346.49,487806.70
sp|O14593|RFXK_HUMAN,RFXANK,DNA-binding protein RFXANK OS=Homo sapiens OX=9606 GN=RFXANK PE=1 SV=2,159828.79,151743.59,159167.78,169515.21,211926.09,169651.75,162875.81,154583.51,171555.22,134716.07,144020.68,136485.45,211263.03,233259.02,212519.92,137735.29,156950.58,144821.88
sp|Q6P2H3|CEP85_HUMAN,CEP85,Centrosomal protein of 85 kDa OS=Homo sapiens OX=9606 GN=CEP85 PE=1 SV=1,192732.57,193253.54,190575.27,190207.10,203316.84,188968.22,206440.96,213195.47,188512.43,234679.25,234782.29,230564.27,207574.25,200923.30,210179.09,207688.02,213126.96,226354.41
sp|Q6NZ67|MZT2B_HUMAN,MZT2B,Mitotic-spindle organizing protein 2B OS=Homo sapiens OX=9606 GN=MZT2B PE=1 SV=1,365210.10,351667.24,347216.83,397727.49,378888.66,367695.64,362191.04,384140.39,374499.83,365321.62,348066.61,359082.44,438075.77,444042.12,418671.31,413271.36,361409.43,401836.23
