protein,species,quant,EA100915_05,EA100915_06,EA100915_09,EA100915_10,EA100915_13,EA100915_14,EA100915_18,EA100915_21,EA100915_25,EA100915_26,EA100915_29,EA100915_30,EA100915_33,EA100915_34,EA100915_38,EA100915_41
>sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3,human,dia,2411287.688,1858644.193,2644651.86,2096303.969,3228564.18,2479473.855,1875326.599,2831430.601,2909928.227,2874144.712,2349462.896,2338511.383,2854093.973,2431777.418,2752859.457,2798926.365
>sp|Q9Y3Y2|CHTOP_HUMAN Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP PE=1 SV=2,human,dia,336170.1642,254887.1212,178959.991,256379.2353,287759.8266,351425.2792,91967.74854,267111.819,326367.0119,264848.0054,204250.5979,341034.6758,233711.2926,316810.87,249945.6321,214045.1535
>sp|Q9Y446|PKP3_HUMAN Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1,human,dia,394638.9141,458597.2124,418608.8177,462802.7102,449590.5448,495878.1705,392931.3935,385294.8628,616035.2708,499279.7005,431956.2452,474049.5373,434703.8998,384495.8245,434615.0019,411191.3898
>sp|Q9Y490|TLN1_HUMAN Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,human,dia,602651.0162,588125.0784,588518.1455,672949.2769,568219.0332,591177.1765,634538.5507,567327.2483,555483.0599,589020.4115,672328.5848,621867.0711,805364.2191,566947.8301,538242.2166,559250.4077
>sp|Q9Y4C2|TCAF1_HUMAN TRPM8 channel-associated factor 1 OS=Homo sapiens GN=TCAF1 PE=1 SV=3,human,dia,115718.502,45462.51767,46740.49588,106372.2849,129780.6124,89514.65826,76236.22178,21806.13201,84764.98497,43554.49477,111813.9856,80784.40243,20595.43811,84793.91367,102006.5248,80612.75132
>sp|Q9Y4C8|RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=3,human,dia,63820.63868,51809.21105,79811.19447,50571.89368,68543.57613,44674.88282,37792.25552,72047.74007,73131.47669,57535.93955,55039.74843,74754.72858,51580.81382,68806.81055,67455.31394,51125.56454
>sp|Q9Y4D7|PLXD1_HUMAN Plexin-D1 OS=Homo sapiens GN=PLXND1 PE=1 SV=3,human,dia,120748.2969,92794.28665,112770.1343,87382.59348,63057.53575,88708.701,135513.4469,139261.9228,132875.7321,132011.8918,96337.91746,159883.4719,129753.6445,128989.9022,121242.7831,95579.72129
>sp|Q9Y4E8|UBP15_HUMAN Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 PE=1 SV=3,human,dia,47714.44922,34448.66229,66703.58963,50897.90645,43825.57223,25597.32615,55852.21367,43283.90708,42619.56242,42516.56927,44402.13322,80773.89447,54458.14704,70479.44041,35856.20707,48763.04846
>sp|Q9Y4K1|CRBG1_HUMAN Beta/gamma crystallin domain-containing protein 1 OS=Homo sapiens GN=CRYBG1 PE=1 SV=3,human,dia,125843.291,155283.723,187532.7353,132916.7496,240832.9699,192515.8628,194133.6887,196831.4473,126029.2455,176152.6673,224181.1975,194316.0313,185141.0582,199055.0444,262813.3201,189657.2277
>sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,human,dia,5473952.114,5093944.893,5752478.407,5488523.367,5491992.89,6201267.55,4955119.58,5084874.927,5565910.37,5884070.164,5396529.986,5512418.951,5332748.445,5631139.106,5863407.99,5676517.567
>sp|Q9Y4P1|ATG4B_HUMAN Cysteine protease ATG4B OS=Homo sapiens GN=ATG4B PE=1 SV=2,human,dia,49642.61719,61909.6775,48625.52015,55135.94804,58337.28091,47190.07583,55567.43431,47144.30648,50212.60312,48880.84962,43374.2587,41813.37096,44722.23637,41274.68737,48101.65709,28410.81491
>sp|Q9Y4W6|AFG32_HUMAN AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2,human,dia,401525.9415,388602.4525,357786.2567,403526.8422,398747.5296,272397.6353,338511.2117,365701.515,307131.1344,333534.8269,321387.5906,347925.6209,377063.7933,269018.333,295979.8073,352056.9988
>sp|Q9Y4Y9|LSM5_HUMAN U6 snRNA-associated Sm-like protein LSm5 OS=Homo sapiens GN=LSM5 PE=1 SV=3,human,dia,91177.66406,86315.01092,55545.84814,77501.95134,57847.13275,79648.58585,77804.10736,72153.4273,44300.67764,32823.24271,64953.32338,70960.45127,40364.13952,56937.19025,46738.9332,68001.12154
>sp|Q9Y4Z0|LSM4_HUMAN U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens GN=LSM4 PE=1 SV=1,human,dia,680533.1719,945531.5984,628302.0433,879743.7944,1104599.762,786803.2337,639238.9536,607715.6109,392980.6169,618963.4735,609706.3583,776419.8191,694630.9393,444577.5587,463201.2589,649961.2696
>sp|Q9Y508|RN114_HUMAN E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens GN=RNF114 PE=1 SV=1,human,dia,357507.961,347745.3553,304453.2203,373244.6532,354286.9953,321581.2296,348057.5238,409323.6753,455037.7395,310593.3737,313167.6641,337804.7952,208483.8236,447091.5646,351114.8788,417994.98
>sp|Q9Y512|SAM50_HUMAN Sorting and assembly machinery component 50 homolog OS=Homo sapiens GN=SAMM50 PE=1 SV=3,human,dia,1153527.961,1084505.799,1008314.199,1073289.81,1097262.748,926698.7153,1041687.081,929771.4763,968207.18,1120780.441,873845.4409,1083694.141,990122.7966,1010701.504,1060102.289,1039902.627
>sp|Q9Y570|PPME1_HUMAN Protein phosphatase methylesterase 1 OS=Homo sapiens GN=PPME1 PE=1 SV=3,human,dia,129850.25,88488.85116,171844.2503,118439.7981,150527.6375,166259.9133,204214.3251,163188.2474,147666.823,160124.073,95800.67329,142180.2197,135364.8193,168924.3102,161710.2652,110817.7049
>sp|Q9Y597|KCTD3_HUMAN BTB/POZ domain-containing protein KCTD3 OS=Homo sapiens GN=KCTD3 PE=1 SV=2,human,dia,21154.46875,20623.18269,17205.43052,13947.33262,19810.60191,28103.77794,14901.13618,25337.81381,28064.20969,14996.40431,34421.80298,21733.05003,21885.10395,16980.62021,20432.92025,21542.61992
>sp|Q9Y5B9|SP16H_HUMAN FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1,human,dia,2225597.52,2422260.452,2368417.25,2033446.068,2501823.642,2622330.866,2439467.546,2322708.607,2089343.018,2469192.851,2331862.945,2263151.674,2513870.165,2261850.691,2456033.662,2347771.403
>sp|Q9Y5J1|UTP18_HUMAN U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3,human,dia,257031.8633,218298.3011,312049.5148,146712.5889,267772.7277,296629.7966,237305.3728,249883.4049,208713.3991,292148.1798,234549.3615,293697.8833,261826.4885,290656.0832,293650.3802,261561.7553
>sp|Q9Y5J7|TIM9_HUMAN Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens GN=TIMM9 PE=1 SV=1,human,dia,108751.7891,105241.2329,119865.7077,150616.4471,80450.03897,105634.4185,166796.1407,118550.8439,114958.6421,124349.8741,116540.0536,146720.635,91422.59452,99039.95022,109749.5384,137264.8387
>sp|Q9Y5K5|UCHL5_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens GN=UCHL5 PE=1 SV=3,human,dia,379246.2734,249028.0049,417823.8066,298801.0359,294909.3846,339059.8863,403365.8516,328542.7703,311959.3321,296417.6717,352012.8652,405388.2901,353510.8892,334546.4561,312441.3458,345899.5171
>sp|Q9Y5K6|CD2AP_HUMAN CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1,human,dia,59112.46875,101975.4903,66398.06914,52324.26573,24845.34601,55901.46163,62051.02809,26544.9832,18525.08048,24493.80155,89332.88565,55309.16358,78455.62826,61048.89676,52278.89336,41824.75986
>sp|Q9Y5L0|TNPO3_HUMAN Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3,human,dia,108023.4336,54926.16564,116401.7828,101657.7435,94423.6253,116689.541,70289.16985,101597.622,119146.0621,104142.869,93803.06992,94793.34678,100288.7162,100570.4874,87940.16992,74676.07386
>sp|Q9Y5L4|TIM13_HUMAN Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens GN=TIMM13 PE=1 SV=1,human,dia,204511.664,174324.7042,153832.7408,191106.5812,133015.2448,186610.1749,274779.4491,153665.2548,192779.6201,139904.6427,168508.0206,168075.0358,124117.7172,168502.5062,139955.5361,128820.9817
>sp|Q9Y5M8|SRPRB_HUMAN Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3,human,dia,394723.0996,423965.1324,412943.1487,436874.3328,321886.0352,401133.6415,330421.521,400664.5796,407620.1532,312339.0673,326597.2401,411234.7822,406210.073,417321.5251,499535.0721,440435.9747
>sp|Q9Y5P6|GMPPB_HUMAN Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB PE=1 SV=2,human,dia,204710.8418,276428.2857,176993.1397,162360.1567,195838.9326,379531.1949,436083.3504,265755.8263,182735.248,278371.8462,158655.1078,253312.0029,206381.6524,293117.1762,263848.9769,236345.5457
>sp|Q9Y5Q8|TF3C5_HUMAN General transcription factor 3C polypeptide 5 OS=Homo sapiens GN=GTF3C5 PE=1 SV=2,human,dia,263664.5079,222173.5544,211420.6264,266503.397,299368.0081,306625.4538,236083.4337,320786.6978,275422.0303,273704.3008,203624.2644,253707.6744,267882.3706,289920.1718,266799.3418,257028.6585
>sp|Q9Y5Q9|TF3C3_HUMAN General transcription factor 3C polypeptide 3 OS=Homo sapiens GN=GTF3C3 PE=1 SV=1,human,dia,71809.56738,80540.09785,62483.74504,99613.63546,76588.18423,60854.56198,73053.32104,66340.37709,81815.86811,135348.5067,80672.61361,87249.58748,81380.73742,62561.10855,102616.9059,60682.79848
>sp|Q9Y5S2|MRCKB_HUMAN Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2,human,dia,27437.67383,18810.4716,30145.75126,8503.108242,29864.26188,25345.30835,16274.41769,13647.19802,35909.68061,32109.16609,31767.17555,25037.77613,19119.59791,20807.86769,13344.98439,21823.82195
>sp|Q9Y5S9|RBM8A_HUMAN RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1,human,dia,290276.6876,322039.7611,279491.1967,381943.8329,226522.7139,241904.2984,299585.5242,269404.6179,339496.3806,244367.9493,238124.2569,245311.0634,321109.11,271803.7808,370544.2021,280382.4092
>sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1,human,dia,94069.43751,173593.5702,129584.1899,122135.6346,151953.1667,130515.9951,153023.6195,106628.5099,158993.2492,115262.8806,123129.1038,141766.8069,125346.3593,159933.7944,116017.8119,123040.872
>sp|Q9Y5Y2|NUBP2_HUMAN Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens GN=NUBP2 PE=1 SV=1,human,dia,3436339.969,3338066.967,2932432.778,1678175.204,1797352.445,3370818.579,1312079.16,2633180.359,2820400.603,3837029.272,3191275.845,3727408.64,2287296.999,3822125.085,2837947.008,3366615.765
>sp|Q9Y5Z4|HEBP2_HUMAN Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1,human,dia,131850.6953,74888.60455,111638.137,152511.5506,142483.148,131918.8059,152407.1419,165896.5301,144159.6647,128010.3428,142792.9732,133445.671,102080.0298,122764.323,166657.5849,157437.2612
>sp|Q9Y606|TRUA_HUMAN tRNA pseudouridine synthase A OS=Homo sapiens GN=PUS1 PE=1 SV=3,human,dia,357224.2109,316304.7845,331477.6688,335960.2002,321514.956,402259.999,435460.6724,371386.5047,344820.352,385406.0069,319518.0192,471660.8758,330872.8891,328896.6796,287331.7786,293013.3854
>sp|Q9Y613|FHOD1_HUMAN FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3,human,dia,27430.67578,32648.49673,27162.33184,26013.23227,26380.62678,33391.19679,30421.80619,31896.50119,32086.78284,33578.36155,26101.61144,39930.50733,33662.83165,34356.68222,35348.1683,34371.50505
>sp|Q9Y617|SERC_HUMAN Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2,human,dia,168077.5352,280447.7996,169746.1678,230845.6564,140154.9842,230423.0643,218164.0646,149149.4777,160153.5343,260324.0201,166550.6695,182752.4259,169817.167,230686.3276,233594.5864,175794.5356
>sp|Q9Y624|JAM1_HUMAN Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=1 SV=1,human,dia,334258.4532,333498.0015,365368.5451,421985.5668,349825.0877,436000.5949,362033.5677,366329.0454,308824.5754,368753.1908,294520.3557,304327.6678,336522.266,307316.8586,351234.1637,312954.7793
">sp|Q9Y676|RT18B_HUMAN 28S ribosomal protein S18b, mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1",human,dia,40011.05762,56237.61773,39934.41643,29544.55689,32622.07826,46659.03262,42904.12254,83019.50374,78932.67807,25068.25078,49217.73975,46776.98374,48223.76603,53249.79167,56872.35666,52729.25106
>sp|Q9Y678|COPG1_HUMAN Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1,human,dia,3544319.923,2839817.592,3313151.417,2833230.704,3271068.393,3011157.798,2764046.11,3087905.634,2991617.056,2470256.357,3096534.467,2837470.91,3068947.688,2777319.374,2631216.349,2679754.269
>sp|Q9Y679|AUP1_HUMAN Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1,human,dia,200854.4688,226903.9394,227220.4604,174964.6377,191088.4398,219754.6628,127379.5431,189343.5587,172751.365,144273.165,164280.9665,119938.0658,234488.8089,176415.9462,177302.8635,208396.6354
>sp|Q9Y696|CLIC4_HUMAN Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4,human,dia,68060.64844,52792.83871,49604.70574,41342.96273,55772.89035,64894.88592,47589.61079,28578.34959,30927.08439,41912.26794,47824.59639,39282.49821,38704.48203,36043.60734,47436.96182,25202.20211
>sp|Q9Y6A9|SPCS1_HUMAN Signal peptidase complex subunit 1 OS=Homo sapiens GN=SPCS1 PE=1 SV=4,human,dia,65354.875,105573.7266,100100.5915,113750.9999,64469.64087,113527.6314,90685.40284,48463.71236,102610.7691,53604.02305,101026.8584,163977.8074,114311.0981,221968.3318,97916.19557,139655.5208
>sp|Q9Y6B6|SAR1B_HUMAN GTP-binding protein SAR1b OS=Homo sapiens GN=SAR1B PE=1 SV=1,human,dia,1302948.891,1495882.318,1064759.372,1493067.013,1347797.761,1358403.878,1366348.573,1410178.794,1451308.707,1262273.447,1333411.766,1336479.441,1130939.071,1100398.01,1017853.401,1146128.181
>sp|Q9Y6C9|MTCH2_HUMAN Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1,human,dia,1931627.442,1949762.442,2189736.198,1768844.989,1431431.665,1656556.464,1961934.379,1709675.739,1813549.881,1858814.275,1747452.089,1769704.189,1767360.482,1356118.148,2065429.92,1717961.577
>sp|Q9Y6E0|STK24_HUMAN Serine/threonine-protein kinase 24 OS=Homo sapiens GN=STK24 PE=1 SV=1,human,dia,427025.6973,332447.0756,425281.1411,344423.3275,432458.6728,363474.5547,417518.6655,527430.9531,302921.5247,401625.7057,468994.7561,364361.6049,367980.793,470649.5651,394425.0233,408031.94
>sp|Q9Y6E2|BZW2_HUMAN Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens GN=BZW2 PE=1 SV=1,human,dia,1194996.967,1345211.756,1188172.717,1244738.464,1218884.396,1244064.523,1295456.827,1301210.98,1272942.899,1307744.166,1311806.467,1249529.923,1357199.363,1333855.227,1022696.572,1102840.768
>sp|Q9Y6G5|COMDA_HUMAN COMM domain-containing protein 10 OS=Homo sapiens GN=COMMD10 PE=1 SV=1,human,dia,46270.03125,26097.06984,29291.29411,37643.51689,27220.95964,28828.10951,36065.09156,39131.43818,31841.32718,46414.30212,29275.77592,27287.27427,38565.37619,37711.06063,32299.35936,35798.27225
>sp|Q9Y6G9|DC1L1_HUMAN Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3,human,dia,121003.0957,136600.2388,156462.7227,136221.0072,148869.6911,158385.6392,138967.9678,183164.2727,132793.141,134526.1866,113013.2178,137317.3686,163779.5707,148004.1128,114979.9583,140134.5532
>sp|Q9Y6M9|NDUB9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens GN=NDUFB9 PE=1 SV=3,human,dia,258687.166,307965.1178,235632.968,366459.3334,245276.4377,394329.6274,411851.2525,325473.0988,258351.5846,242032.5935,324147.5697,283606.0934,230957.5429,305505.0552,263775.9945,287514.1827
>sp|Q9Y6Q5|AP1M2_HUMAN AP-1 complex subunit mu-2 OS=Homo sapiens GN=AP1M2 PE=1 SV=4,human,dia,1346827.706,1418252.295,1217642.953,1178962.494,1362560.211,1296046.504,1461407.898,1237394.349,1265909.973,1575671.579,1267681.711,1262311.136,1407334.467,1428316.372,1409971.483,1232093.441
>sp|Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens GN=DDX49 PE=1 SV=1,human,dia,113111.4688,108996.8073,90615.48607,97339.3311,63495.16629,91476.17993,173404.2082,80694.19484,78205.18263,98226.58105,100451.725,90921.59497,53400.70876,91282.26935,97216.37631,94654.3023
>sp|Q9Y6Y8|S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1,human,dia,165174.2432,141733.1417,190811.3939,177072.5478,105649.4379,125685.0228,142377.7886,144858.2747,168045.049,124990.5206,172818.2679,189689.6329,185703.5024,147856.6271,132747.5965,168295.0407
">sp|P00350|6PGD_ECOLI 6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) GN=gnd PE=1 SV=2",ecoli,dia,881829.3829,1246813.443,681698.8463,1466198.984,667029.4927,1187552.753,1040372.178,743141.0298,849164.5338,1180383.802,630468.1742,1214138.431,674582.7565,1261291.492,928310.307,748821.3781
>sp|P00370|DHE4_ECOLI NADP-specific glutamate dehydrogenase OS=Escherichia coli (strain K12) GN=gdhA PE=1 SV=1,ecoli,dia,212088.1533,428553.0595,285697.3872,567268.3206,161376.3497,434422.1699,560920.501,200072.4406,245780.8338,525227.5843,251267.7506,429683.1297,145691.8887,467286.4445,409819.2918,209451.9346
>sp|P00509|AAT_ECOLI Aspartate aminotransferase OS=Escherichia coli (strain K12) GN=aspC PE=1 SV=1,ecoli,dia,1329844.102,1498430.186,1076740.177,2004364.85,1169859.868,1426289.372,1783146.477,1252098.853,1267483.03,1953908.191,983830.1686,2292021.5,1368975.543,2284546.201,2668196.002,1165821.528
>sp|P00547|KHSE_ECOLI Homoserine kinase OS=Escherichia coli (strain K12) GN=thrB PE=1 SV=2,ecoli,dia,245242.5117,555193.2744,137823.7699,376020.1388,230634.736,432209.0959,468390.5774,201099.7019,199996.1616,488628.5682,279199.0389,397286.8281,245577.1996,392022.7919,430373.1464,226638.8355
>sp|P00561|AK1H_ECOLI Bifunctional aspartokinase/homoserine dehydrogenase 1 OS=Escherichia coli (strain K12) GN=thrA PE=1 SV=2,ecoli,dia,146807.8252,192174.6372,117288.5263,159203.5013,143847.2768,180018.2636,262941.2521,108334.9911,191301.5427,218854.5685,159836.829,198411.3354,183671.2826,281730.3114,264070.2563,206076.6193
>sp|P00582|DPO1_ECOLI DNA polymerase I OS=Escherichia coli (strain K12) GN=polA PE=1 SV=1,ecoli,dia,14228.48535,25265.02597,15079.65071,35793.16755,13055.9843,21897.59459,17420.08639,5391.899679,11309.5889,7455.354881,11740.47836,21001.81679,10508.37643,22134.74074,22269.1343,5496.940572
>sp|P00864|CAPP_ECOLI Phosphoenolpyruvate carboxylase OS=Escherichia coli (strain K12) GN=ppc PE=1 SV=1,ecoli,dia,73366.15381,529681.9638,201728.8555,249236.9502,178040.3449,378268.1257,395390.3436,164307.4211,188544.7506,394122.9404,190114.4365,394382.4854,206057.7122,369989.4048,389074.8747,189328.7391
">sp|P00888|AROF_ECOLI Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Escherichia coli (strain K12) GN=aroF PE=1 SV=1",ecoli,dia,143831.3828,329856.0973,103861.7925,292708.5698,148254.7486,312102.4171,344422.7907,148249.2633,89650.8772,223140.9795,139554.6521,215982.6912,148078.8068,232253.7471,155346.6896,129096.5071
>sp|P00904|TRPGD_ECOLI Bifunctional protein TrpGD OS=Escherichia coli (strain K12) GN=trpGD PE=1 SV=3,ecoli,dia,124229.6934,148285.8172,98515.01303,126898.579,98775.47408,109196.9176,160342.8494,54997.10704,155787.3224,117818.0239,164909.036,156218.3625,132706.4543,172512.8668,114984.7359,38725.63998
>sp|P00909|TRPC_ECOLI Tryptophan biosynthesis protein TrpCF OS=Escherichia coli (strain K12) GN=trpC PE=1 SV=4,ecoli,dia,176705.9883,257165.9522,132924.2149,233001.4099,159808.6774,362935.8467,436624.9038,150370.3795,146598.2589,292582.381,185309.1143,316052.4084,218966.8229,332154.4325,247865.7378,222788.8274
>sp|P00934|THRC_ECOLI Threonine synthase OS=Escherichia coli (strain K12) GN=thrC PE=1 SV=1,ecoli,dia,725400.1719,1230267.691,814948.4067,1498680.958,586790.6351,1653246.387,1665067.455,729617.6396,721037.9574,1398449.846,660561.7831,1330794.384,587343.3172,1393697.038,1527314.833,780759.8317
>sp|P00935|METB_ECOLI Cystathionine gamma-synthase OS=Escherichia coli (strain K12) GN=metB PE=1 SV=1,ecoli,dia,384712.8516,601495.9214,468796.1992,760633.947,514205.4908,624482.4524,984744.2947,488432.6287,341370.3695,738920.7333,402332.1182,941374.831,494514.187,785459.0455,826339.0114,529637.6176
>sp|P00946|MANA_ECOLI Mannose-6-phosphate isomerase OS=Escherichia coli (strain K12) GN=manA PE=1 SV=1,ecoli,dia,50733.82617,100570.5183,44862.91314,86252.07243,44202.11164,74911.82252,104304.2047,50417.03395,55148.75413,83515.2974,63462.74236,89561.57417,40307.79186,100487.4954,77212.1589,38130.07539
>sp|P00954|SYW_ECOLI Tryptophan--tRNA ligase OS=Escherichia coli (strain K12) GN=trpS PE=1 SV=3,ecoli,dia,814450.9532,1229463.747,840614.3251,901482.5893,596430.82,1371400.805,1095769.378,578825.4839,673411.5793,1262270.423,733432.6405,1265711.593,673927.1054,1033264.637,1306828.255,800500.1874
>sp|P00957|SYA_ECOLI Alanine--tRNA ligase OS=Escherichia coli (strain K12) GN=alaS PE=1 SV=2,ecoli,dia,176775.0215,284342.8693,187393.4156,341061.1248,167088.4224,242229.9954,312981.5621,155116.2336,250487.7921,364124.1727,191051.5212,291859.7315,154868.0507,339910.1104,404695.1794,205316.7208
>sp|P00961|SYGB_ECOLI Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4,ecoli,dia,289214.3856,651349.0099,245219.5965,506840.8484,268549.5657,516238.8757,774023.9407,215690.1444,291920.8479,577151.6084,278077.7031,556427.9715,289924.0132,586996.8204,704737.6645,293189.5269
>sp|P00962|SYQ_ECOLI Glutamine--tRNA ligase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,ecoli,dia,223024.586,439787.3666,221797.6786,501925.9812,175767.5591,484337.0747,420769.4878,169665.5922,236609.0018,453918.1992,244852.6104,445531.0307,235548.2839,390495.6941,412228.7117,144551.1439
